# Loss = 770.8916760393147

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
66.52	20.214	1267.6	6.2035	96.99	871.43	0.28553	6.5213	60.17	9.9707	0.13425	0.040009	0.69745

# t0	TI	IA	v0	w0
-215.2	544.2	0.06989	0.5552	0.8509
-216.2	544.8	0.08686	0.2517	0.7541
-98.47	487.7	0.07438	0.3561	0.7205
-100.1	488.1	0.1049	0.3521	0.7454
-150.3	439.5	0.0779	0.1122	0.8566
-152.2	440.5	0.127	0.1689	0.6499
-149.1	358.1	0.07517	0.09874	0.919
-149.4	358.4	0.1865	0.0646	0.7439
-130.2	338.3	0.08442	0.04773	0.7711
-131.7	338.8	0.2025	0.2866	0.7799
-126.0	320.4	0.08256	0.1537	0.8181
-127.0	320.9	0.194	0.3877	0.828
-118.6	315.0	0.08663	0.5983	0.7897
-120.8	315.9	0.1693	0.2042	0.8935
208.4	290.0	0.08374	0.7602	0.5881
-80.38	290.2	0.1028	0.6598	0.7546
-100.1	278.8	0.09208	0.3927	0.8411
-100.4	279.2	0.1296	0.2602	0.8468
-102.7	277.2	0.07827	0.7102	0.7851
-105.4	277.9	0.1389	0.6789	0.8191
-114.3	267.0	0.0891	0.8277	0.6582
-114.5	267.0	0.1034	0.6241	0.6348
-88.54	262.2	0.1054	0.9014	0.6998
-89.16	262.3	0.09747	0.4891	0.8395
-96.59	253.2	0.09269	0.3685	0.8654
-97.02	253.3	0.1036	0.7941	0.9506
-105.2	238.7	0.07908	0.7297	0.6474
-106.2	238.9	0.1225	0.1838	0.8857
-99.81	234.0	0.1195	0.4639	0.7655
-99.85	234.0	0.1273	0.03312	0.9342
-94.32	225.3	0.105	0.6269	0.8696
-94.39	225.4	0.1099	0.694	0.6498
-80.79	222.1	0.1019	0.5331	0.8168
-80.49	222.0	0.1045	0.5952	0.6778
-82.15	209.5	0.08338	0.9182	0.7537
-83.55	209.9	0.1041	0.8485	0.907
-78.42	205.8	0.09736	0.739	0.7168
-79.77	206.0	0.1001	0.6032	0.793
-84.41	194.2	0.1182	0.8196	0.66
-85.7	194.4	0.1035	0.8137	0.7513
-71.78	184.0	0.1012	0.9675	0.6105
-75.26	184.2	0.1108	0.5514	0.882
-80.25	172.5	0.1128	0.154	0.8006
-79.74	172.5	0.136	0.09504	0.7947
-53.58	161.1	0.1136	0.7481	0.6791
-54.2	161.2	0.104	0.4973	0.8699
-68.57	159.4	0.1017	0.8957	0.7764
-68.37	159.4	0.1118	0.364	0.8988
-70.47	144.3	0.1031	0.6106	0.7089
-68.46	144.2	0.1124	0.7583	0.6361
-49.68	138.1	0.08368	0.7345	0.6212
-48.0	138.2	0.09149	0.8588	0.5994
-54.36	116.1	0.1707	0.6674	0.7391
-51.59	116.1	0.1406	0.4561	0.4988
-50.68	130.5	0.1146	0.4119	0.5221
-50.06	130.5	0.08354	0.5414	0.6028
-52.21	123.7	0.08973	0.3797	0.6103
-49.98	123.9	0.1038	0.5202	0.5846
64.3	187.8	0.1214	0.1395	0.9444
65.12	187.6	0.1008	0.6761	0.666
-59.99	117.9	0.1271	0.2956	0.5135
-58.53	117.8	0.1252	0.65	0.6986

# Loss (initial) = 51198.013683098434
# Loss (final) = 770.8916760393147
# Loss (resample) = 31884.458549753224
