# Loss = 1007.8845550680505

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
68.117	29.809	1218.9	6.6759	75.772	843.73	0.18119	13.335	61.416	10.015	0.12388	0.043366	0.70785

# t0	TI	IA	v0	w0
-215.5	543.9	0.08979	0.4024	0.6705
-217.0	545.2	0.1102	0.5655	0.8172
-98.88	488.3	0.07577	0.7233	0.7582
-101.5	488.7	0.1165	0.8763	0.8231
-151.2	440.3	0.09465	0.3629	0.6479
-152.7	441.1	0.1563	0.4265	0.8158
-148.5	358.7	0.1055	0.2282	0.6671
-150.5	359.3	0.1914	0.2065	0.7402
-130.8	338.9	0.1087	0.5977	0.5902
-132.3	339.6	0.1726	0.1283	0.8617
-125.3	320.5	0.08529	0.1911	0.5734
-127.4	321.1	0.201	0.1944	0.8185
-117.7	315.2	0.1074	0.3046	0.6063
-119.8	315.6	0.1609	0.3522	0.905
208.7	290.6	0.1251	0.4822	0.8497
-80.11	290.3	0.1662	0.2696	0.5804
-99.97	278.9	0.1253	0.546	0.9263
-101.3	279.3	0.1255	0.7565	0.5408
-102.8	277.8	0.1191	0.4971	0.5997
-104.4	278.1	0.1558	0.5616	0.7095
-115.4	267.5	0.1081	0.7636	0.8637
-115.2	267.4	0.1475	0.6669	0.7244
-88.42	262.4	0.126	0.3712	0.9008
-88.59	262.6	0.1688	0.1437	0.8244
-97.37	253.6	0.1226	0.2362	0.9076
-96.63	253.4	0.1556	0.8644	0.8158
-106.0	239.1	0.1512	0.1358	0.8071
-106.6	239.3	0.1971	0.08836	0.552
-99.08	233.6	0.1496	0.07986	0.6139
-98.86	233.9	0.1568	0.3085	0.6143
-94.74	225.7	0.1288	0.6265	0.5784
-95.09	225.5	0.1458	0.3691	0.7396
-81.02	222.4	0.1323	0.858	0.8351
-80.85	222.5	0.1405	0.3449	0.7062
-82.3	209.9	0.1233	0.4134	0.5367
-82.95	209.5	0.1267	0.8525	0.6361
-78.56	206.1	0.1505	0.5322	0.7638
-79.55	206.4	0.1363	0.8672	0.7452
-85.12	194.4	0.126	0.6429	0.7982
-85.29	194.2	0.136	0.7264	0.6726
-72.14	184.1	0.1342	0.5685	0.7859
-75.85	184.6	0.1266	0.394	0.9309
-79.98	172.7	0.1145	0.1557	0.8093
-81.62	172.8	0.1339	0.5785	0.9355
-54.77	161.3	0.09141	0.9725	0.6757
-55.18	161.4	0.1305	0.8963	0.8248
-68.53	159.4	0.09187	0.9781	0.7351
-68.28	159.3	0.1264	0.9863	0.8185
-71.93	144.6	0.1298	0.2489	0.79
-69.38	144.2	0.118	0.4798	0.7246
-50.45	138.4	0.1232	0.3581	0.7568
-46.6	138.0	0.112	0.5612	0.5288
-53.62	116.0	0.173	0.6383	0.4475
-53.63	115.9	0.191	0.7133	0.3198
-49.96	131.2	0.1533	0.2733	0.5253
-47.41	130.6	0.162	0.5011	0.5123
-49.6	124.0	0.2138	0.5426	0.4701
-49.55	123.8	0.2068	0.5366	0.3245
65.14	187.7	0.1229	0.6493	0.7291
64.22	187.6	0.09729	0.7644	0.8301
-59.37	118.2	0.1888	0.4013	0.3281
-58.5	118.3	0.2034	0.5666	0.1068

# Loss (initial) = 51764.57527447391
# Loss (final) = 1007.8845550680505
# Loss (resample) = 39240.51414789588
