# Loss = 513.0442101696607

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
88.691	69.615	1250.6	9.7388	103.79	823.94	0.15281	65.188	73.641	9.9408	0.14523	0.029018	0.66106

# t0	TI	IA	v0	w0
-213.1	545.8	0.1124	0.425	0.782
-214.6	546.5	0.1311	0.5474	0.7816
-97.33	488.4	0.1131	0.9734	0.809
-99.0	488.2	0.07405	0.8967	0.7126
-150.0	439.6	0.1018	0.8959	0.8232
-151.4	440.1	0.1251	0.5296	0.8802
-148.1	358.2	0.08428	0.7367	0.7665
-149.5	358.4	0.1176	0.01699	0.8169
-131.1	338.2	0.08554	0.5208	0.813
-131.2	338.4	0.09573	0.612	0.8284
-126.5	320.1	0.08008	0.5922	0.7922
-127.1	320.3	0.07563	0.7358	0.7775
-118.6	314.9	0.08303	0.4982	0.7715
-119.9	315.0	0.07778	0.7989	0.8207
208.6	289.6	0.07937	0.2813	0.09822
-80.74	289.7	0.09039	0.518	0.8021
-101.6	278.7	0.06035	0.7589	0.6761
-101.8	278.9	0.08576	0.7612	0.8297
-104.0	277.2	0.07722	0.6357	0.6621
-105.1	277.5	0.08541	0.3854	0.8506
-116.2	267.0	0.08533	0.8155	0.7311
-117.1	267.1	0.08127	0.6915	0.838
-88.73	261.8	0.08271	0.7119	0.5874
-89.66	262.0	0.08928	0.6781	0.7989
-96.8	252.8	0.07017	0.4249	0.6416
-98.12	253.1	0.08443	0.2284	0.8458
-107.7	238.8	0.07254	0.3769	0.742
-107.9	238.7	0.09059	0.3236	0.8616
-99.53	233.4	0.06929	0.6989	0.5968
-99.99	233.6	0.09413	0.6873	0.7529
-95.77	225.0	0.08226	0.4686	0.616
-96.35	225.3	0.09849	0.5328	0.777
-81.91	222.1	0.08202	0.3888	0.5866
-81.89	222.0	0.09973	0.319	0.732
-82.25	209.4	0.0876	0.4581	0.5378
-83.42	209.7	0.108	0.5826	0.7232
-80.06	206.0	0.09322	0.669	0.4807
-80.92	205.9	0.1119	0.42	0.557
-85.95	194.2	0.1032	0.3981	0.5574
-87.06	194.4	0.1237	0.2564	0.6933
-73.56	184.3	0.1187	0.1138	0.617
-76.5	184.2	0.1217	0.4839	0.7308
-81.88	172.4	0.1246	0.4094	0.6227
-81.75	172.8	0.138	0.6334	0.7477
-55.99	161.3	0.1324	0.2137	0.4513
-54.57	161.1	0.1415	0.07673	0.6772
-68.55	159.5	0.1409	0.3915	0.494
-69.5	159.5	0.1483	0.4329	0.6843
-71.68	144.5	0.1552	0.2189	0.4867
-71.33	144.5	0.1666	0.2048	0.4821
-51.09	138.6	0.1707	0.09848	0.4342
-47.36	138.2	0.1694	0.08794	0.4274
-54.88	116.1	0.1987	0.6902	0.619
-53.63	116.3	0.2044	0.211	0.2761
-50.95	130.8	0.1726	0.1735	0.1628
-49.53	130.7	0.1831	0.08459	0.2985
-53.43	124.1	0.1832	0.2491	0.1945
-49.37	123.9	0.191	0.3368	0.1914
64.1	187.6	0.1417	0.3865	0.7878
64.98	187.5	0.1596	0.488	0.9746
-62.23	118.2	0.1918	0.1369	0.1735
-59.63	118.2	0.1914	0.2434	0.2384

# Loss (initial) = 50211.650463637365
# Loss (final) = 513.0442101696607
# Loss (resample) = 35509.45594627909
