# Loss = 61.72604446171861

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
72.5	3.8671	1165.2	4.4335	87.488	941.9	0.47724	5.386	73.144	9.518	0.14569	0.046702	0.78782

# t0	TI	IA	v0	w0
-220.6	539.6	0.03333	0.49	0.9125
-222.7	540.4	0.03453	0.4787	0.9518
-103.3	483.8	0.03509	0.04386	0.756
-104.9	484.4	0.03853	0.08981	0.7852
-154.0	436.8	0.04567	0.4767	0.7875
-155.6	436.0	0.04082	0.4652	0.9151
-152.9	355.6	0.03645	0.5123	0.9694
-153.5	355.7	0.03914	0.3992	0.9689
-134.7	335.9	0.03778	0.4756	0.9402
-136.2	336.1	0.04018	0.2681	0.9669
-132.3	319.6	0.03785	0.4037	0.9613
-131.0	318.5	0.04334	0.3463	0.9462
-121.7	311.3	0.03848	0.4554	0.9464
-122.5	311.8	0.04331	0.543	0.9418
203.5	286.6	0.0388	0.4369	0.5953
-85.69	289.1	0.04275	0.2539	0.9254
-105.3	277.8	0.04002	0.4631	0.9444
-104.8	277.5	0.04508	0.2159	0.9294
-108.5	276.6	0.04007	0.1993	0.943
-108.9	276.5	0.04402	0.4739	0.934
-116.0	262.2	0.04222	0.8143	0.958
-120.3	266.5	0.04776	0.4805	0.9516
-93.57	260.4	0.04122	0.4789	0.9241
-93.18	260.6	0.04788	0.3317	0.911
-101.2	251.3	0.04199	0.5602	0.9226
-100.9	251.7	0.04659	0.4772	0.9189
-109.0	238.3	0.04717	0.8267	0.9458
-112.9	240.0	0.05136	0.8026	0.9649
-101.9	232.4	0.04304	0.7843	0.9498
-105.7	234.3	0.04625	0.6748	0.9576
-100.1	224.7	0.04349	0.8097	0.9544
-101.3	225.6	0.04711	0.6672	0.9537
-87.29	222.7	0.04442	0.6082	0.9102
-88.32	223.2	0.04546	0.454	0.9334
-88.7	210.1	0.04466	0.6389	0.935
-89.14	209.7	0.04561	0.5605	0.9668
-84.98	205.8	0.04546	0.5494	0.9244
-86.02	206.9	0.04885	0.4303	0.8812
-89.38	194.8	0.06487	0.7446	0.8904
-88.05	193.7	0.06639	0.575	0.8992
-78.21	184.2	0.04804	0.7888	0.9202
-81.17	184.8	0.05077	0.8173	0.935
-75.96	168.7	0.05553	0.4975	0.7632
-78.57	171.1	0.08724	0.3183	0.7903
-60.79	162.1	0.05093	0.4951	0.8695
-59.61	162.7	0.05423	0.6965	0.8829
-73.64	160.0	0.05211	0.9478	0.8707
-73.8	159.9	0.05294	0.8803	0.9728
-70.73	142.8	0.05511	0.4628	0.7877
-74.72	144.1	0.05502	0.5172	0.8993
-54.36	138.6	0.05545	0.7456	0.8466
-51.74	137.7	0.05606	0.5788	0.8094
-57.37	117.0	0.1245	0.7958	0.7013
-50.76	115.1	0.09651	0.6165	0.5446
-54.3	130.7	0.06337	0.6661	0.6567
-52.85	130.8	0.05983	0.8543	0.6697
-56.02	124.4	0.06116	0.8254	0.7329
-52.78	124.0	0.06061	0.8667	0.7581
64.32	186.9	0.07256	0.009197	0.8464
59.96	195.0	0.1387	0.9835	0.8439
-61.87	117.5	0.08166	0.3066	0.604
-65.44	118.1	0.07475	0.6953	0.5648

# Loss (initial) = 9328.06187958261
# Loss (final) = 61.72604446171861
# Loss (resample) = 4091.3717024674197
