# Loss = 143.7851230270506

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
86.41	6.75	1239.7	6.7762	60.809	872.63	0.43315	5.239	82.104	9.4959	0.13788	0.033993	0.82982

# t0	TI	IA	v0	w0
-211.8	545.3	0.0742	0.6967	0.6209
-213.5	545.9	0.08787	0.6062	0.7431
-96.94	488.1	0.0783	0.4015	0.482
-97.97	488.4	0.08474	0.1812	0.4784
-148.6	442.0	0.08973	0.7328	0.7408
-149.8	442.0	0.1116	0.5058	0.7922
-147.2	359.1	0.08154	0.3867	0.9245
-149.3	359.7	0.1046	0.1275	0.9485
-129.9	339.1	0.07566	0.4831	0.9471
-131.2	339.8	0.1246	0.1206	0.9398
-126.9	320.5	0.07087	0.3092	0.9524
-127.6	322.2	0.1313	0.3031	0.9496
-118.4	314.1	0.06719	0.2772	0.9558
-119.1	315.5	0.124	0.1808	0.9788
209.0	290.2	0.0641	0.3411	0.5113
-80.56	291.0	0.1214	0.2038	0.9779
-100.8	278.4	0.068	0.4259	0.925
-100.6	280.1	0.1305	0.4229	0.9572
-104.4	276.6	0.05972	0.3128	0.9272
-103.9	278.8	0.1104	0.2694	0.9703
-116.5	267.4	0.1101	0.1921	0.7892
-115.5	267.8	0.1283	0.1746	0.9378
-89.81	261.6	0.06519	0.3135	0.9016
-89.19	262.1	0.1108	0.3969	0.9716
-97.09	252.4	0.06521	0.8953	0.8587
-96.9	253.0	0.1162	0.3517	0.9367
-106.1	239.5	0.1187	0.3144	0.8149
-107.2	239.0	0.1051	0.3627	0.9156
-99.56	232.7	0.05854	0.5706	0.8951
-100.4	233.7	0.07756	0.4308	0.9635
-95.06	224.1	0.05341	0.524	0.8509
-96.17	225.3	0.08759	0.2329	0.9532
-83.13	221.7	0.05021	0.3999	0.8611
-83.07	222.0	0.06657	0.5223	0.9308
-82.54	208.8	0.06902	0.8579	0.8002
-84.56	209.1	0.05852	0.4141	0.9489
-79.31	205.0	0.0764	0.4399	0.7517
-80.57	205.3	0.06821	0.4848	0.8279
-86.36	192.1	0.04301	0.958	0.7801
-86.34	193.3	0.06211	0.8396	0.8191
-72.54	182.7	0.07245	0.9399	0.7354
-75.81	183.4	0.07747	0.9674	0.8982
-77.97	170.9	0.1121	0.2468	0.6484
-79.42	172.3	0.1317	0.1713	0.6739
-53.97	159.4	0.05516	0.5831	0.472
-55.13	161.2	0.08585	0.4836	0.7244
-68.77	158.8	0.0633	0.844	0.6563
-69.52	159.8	0.1033	0.9608	0.8468
-74.31	145.5	0.1578	0.9311	0.3727
-73.3	144.6	0.07327	0.9551	0.4572
-50.53	137.3	0.05647	0.6659	0.3885
-46.41	137.1	0.08074	0.4852	0.2377
-58.92	116.9	0.1541	0.6898	0.2708
-58.02	117.0	0.1362	0.7453	0.09244
-51.44	130.6	0.1197	0.4068	0.1538
-50.18	130.9	0.1035	0.5865	0.1802
-52.31	123.5	0.1159	0.7646	0.3299
-50.91	124.0	0.08584	0.7586	0.4196
65.1	186.1	0.06502	0.03247	0.9551
67.1	194.0	0.1438	0.8569	0.861
-61.89	117.7	0.1836	0.4133	0.2321
-60.13	117.3	0.1819	0.5528	0.3389

# Loss (initial) = 8743.30775573345
# Loss (final) = 143.7851230270506
# Loss (resample) = 6096.479983383414
