# Loss = 158.93836509199554

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
79.11	26.105	1239.7	4.8601	32.462	882.57	0.43793	4.8962	63.997	9.9091	0.12917	0.045758	0.64548

# t0	TI	IA	v0	w0
-213.8	544.2	0.05206	0.7154	0.7261
-214.7	544.7	0.06166	0.8094	0.7986
-97.8	486.5	0.05255	0.9882	0.4071
-99.33	488.1	0.0673	0.221	0.8093
-150.5	440.8	0.07179	0.7139	0.7227
-151.4	441.7	0.08267	0.8192	0.8509
-148.6	358.1	0.06523	0.2707	0.931
-150.0	358.3	0.08803	0.09977	0.922
-131.0	338.3	0.0676	0.0649	0.9262
-132.4	338.7	0.09169	0.03428	0.9174
-127.2	320.5	0.06904	0.08148	0.9347
-127.8	321.1	0.1076	0.05995	0.8123
-119.2	314.5	0.07128	0.1161	0.9373
-120.4	314.9	0.1066	0.2522	0.9236
209.6	290.6	0.06875	0.3303	0.4004
-80.61	290.2	0.1077	0.1692	0.9172
-100.9	278.4	0.07672	0.1581	0.9309
-102.2	279.6	0.11	0.4088	0.966
-103.9	276.9	0.07068	0.06218	0.9305
-105.4	277.8	0.103	0.1826	0.9449
-116.6	267.0	0.08952	0.2606	0.9348
-116.2	267.0	0.1134	0.09915	0.8782
-89.75	261.8	0.06708	0.1725	0.9207
-89.61	262.0	0.1212	0.00395	0.8738
-98.31	253.0	0.06814	0.1897	0.9484
-97.4	253.2	0.117	0.09638	0.8891
-106.4	239.0	0.1007	0.3371	0.9044
-107.0	239.6	0.1287	0.202	0.8952
-99.16	233.7	0.09654	0.1874	0.8943
-98.87	233.3	0.1195	0.1171	0.8799
-94.65	225.2	0.09231	0.1901	0.8848
-95.48	224.9	0.109	0.1353	0.9534
-82.73	222.2	0.06111	0.2651	0.9575
-81.54	221.7	0.1009	0.152	0.8981
-82.23	208.7	0.07814	0.2296	0.8917
-82.59	210.0	0.1225	0.004186	0.9014
-78.57	205.1	0.08941	0.1312	0.8399
-81.04	206.1	0.08429	0.2298	0.9176
-85.77	193.4	0.07424	0.571	0.9355
-85.17	194.2	0.1139	0.3107	0.8678
-73.39	182.6	0.05467	0.6117	0.9055
-74.87	183.1	0.07758	0.7352	0.8995
-79.19	170.8	0.07861	0.3893	0.8663
-79.53	171.8	0.1154	0.2895	0.8658
-56.09	160.2	0.05197	0.7296	0.7954
-55.74	160.0	0.05571	0.9295	0.931
-69.65	158.7	0.05114	0.7618	0.9046
-70.47	159.1	0.06894	0.6739	0.9873
-72.14	143.0	0.05715	0.9288	0.7937
-68.15	142.5	0.07378	0.4141	0.8029
-50.09	136.7	0.06437	0.5773	0.7049
-47.36	136.2	0.06522	0.7248	0.6079
-51.64	114.6	0.1432	0.2803	0.5413
-51.94	115.8	0.1911	0.4131	0.587
-51.02	129.9	0.115	0.7174	0.5833
-50.32	129.8	0.07979	0.7438	0.6584
-52.12	123.6	0.09126	0.7727	0.6274
-51.16	124.2	0.1202	0.7384	0.7019
67.31	187.3	0.1344	0.9111	0.9136
67.4	193.2	0.1632	0.3888	0.9792
-60.69	117.7	0.2032	0.755	0.4188
-62.81	117.7	0.1807	0.9421	0.4859

# Loss (initial) = 9425.539262765396
# Loss (final) = 158.93836509199554
# Loss (resample) = 5701.996613181008
