# Loss = 135.75521474160635

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
64.115	12.262	1221.7	5.0228	59.246	877.75	0.088271	42.054	55.851	9.0564	0.13678	0.041619	0.60816

# t0	TI	IA	v0	w0
-211.8	545.6	0.07332	0.5521	0.8685
-211.9	547.2	0.08565	0.5896	0.9499
-93.75	488.1	0.08349	0.9193	0.6101
-96.79	488.2	0.1028	0.335	0.9358
-148.6	440.8	0.09619	0.5706	0.9377
-149.4	444.4	0.1323	0.4898	0.9704
-146.1	360.4	0.08873	0.4363	0.9666
-147.1	359.3	0.1357	0.2396	0.9904
-128.6	339.4	0.09835	0.5036	0.9574
-130.0	341.3	0.1728	0.03192	0.9768
-123.4	319.3	0.08765	0.3719	0.9457
-125.4	323.2	0.1748	0.274	0.9916
-116.7	313.3	0.08427	0.377	0.9547
-118.7	317.3	0.1638	0.1241	0.9947
209.7	291.0	0.09353	0.2199	0.08096
-79.67	290.3	0.121	0.3343	0.9753
-98.28	279.1	0.08621	0.6066	0.9063
-98.14	280.2	0.1123	0.4272	0.9717
-101.4	277.2	0.08804	0.4728	0.9002
-102.9	278.7	0.135	0.3261	0.975
-114.3	267.1	0.09623	0.4409	0.9371
-114.2	267.2	0.108	0.578	0.976
-87.3	261.1	0.09618	0.1461	0.8827
-89.13	261.1	0.1004	0.5174	0.9782
-95.38	253.0	0.09983	0.6144	0.8813
-94.54	251.2	0.09967	0.5062	0.9558
-105.1	239.1	0.09592	0.09144	0.8671
-106.6	238.9	0.1002	0.1322	0.9284
-98.56	234.0	0.09002	0.5502	0.9073
-98.1	233.0	0.09464	0.587	0.9414
-95.51	226.8	0.07593	0.6116	0.884
-93.72	225.0	0.117	0.6805	0.9371
-80.95	222.8	0.09705	0.4865	0.8556
-81.42	223.8	0.101	0.5446	0.9164
-80.59	208.7	0.08699	0.6754	0.8365
-82.88	208.8	0.07676	0.5721	0.9356
-79.92	206.1	0.06265	0.7105	0.844
-79.55	205.9	0.07805	0.633	0.8149
-85.18	193.6	0.07118	0.1375	0.8851
-83.67	192.6	0.06453	0.5612	0.8113
-70.74	182.4	0.06632	0.6519	0.7975
-75.04	183.8	0.07347	0.765	0.8451
-83.87	174.0	0.08571	0.9001	0.8267
-78.49	171.5	0.1006	0.1002	0.7646
-53.2	160.1	0.1352	0.5318	0.683
-50.65	159.7	0.137	0.5174	0.745
-67.78	159.2	0.1355	0.7966	0.7475
-67.72	159.3	0.1494	0.8722	0.8621
-73.98	145.7	0.1656	0.7349	0.7146
-72.42	145.9	0.1624	0.6204	0.6929
-49.03	138.2	0.172	0.566	0.5562
-44.88	137.1	0.177	0.5393	0.4833
-60.33	117.9	0.2047	0.2769	0.7049
-58.13	117.9	0.21	0.418	0.6358
-52.13	131.6	0.1764	0.4704	0.4766
-52.75	132.2	0.1725	0.4204	0.6193
-53.01	124.9	0.1929	0.3014	0.5996
-52.22	125.7	0.1821	0.2025	0.64
65.53	186.7	0.137	0.169	0.9386
65.61	193.5	0.1339	0.5004	0.8719
-62.64	118.6	0.2142	0.05708	0.6359
-64.65	118.5	0.2131	0.7344	0.6003

# Loss (initial) = 10766.916860517429
# Loss (final) = 135.75521474160635
# Loss (resample) = 10094.29157294739
