# Loss = 92.49604203943095

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
36.913	15.768	1232.6	13.149	59.09	872.51	0.097365	60.605	33.556	9.0244	0.1463	0.012031	0.4327

# t0	TI	IA	v0	w0
-210.0	547.2	0.135	0.9254	0.9245
-211.6	548.6	0.1787	0.9212	0.9837
-95.02	489.3	0.1163	0.678	0.6034
-95.86	490.2	0.1769	0.9744	0.9592
-147.6	441.8	0.1504	0.9166	0.853
-148.6	441.7	0.1237	0.8879	0.9843
-146.5	358.5	0.08622	0.5911	0.8559
-148.5	359.7	0.0978	0.7179	0.953
-129.1	337.7	0.05037	0.3552	0.8314
-130.6	338.0	0.08602	0.7864	0.9228
-125.8	319.3	0.07474	0.6977	0.797
-126.7	320.7	0.0787	0.711	0.9002
-117.5	313.1	0.06931	0.6181	0.7784
-120.0	315.1	0.07822	0.6296	0.9033
208.4	290.9	0.1318	0.08346	0.05177
-80.77	289.3	0.05894	0.4633	0.7727
-100.1	275.8	0.03899	0.6054	0.6885
-100.7	278.0	0.07046	0.5215	0.8352
-103.3	275.1	0.04381	0.6218	0.6698
-104.7	277.0	0.06712	0.3999	0.8568
-115.0	264.5	0.04758	0.7138	0.7553
-115.8	265.5	0.05537	0.5389	0.8587
-89.39	260.0	0.04895	0.5475	0.6559
-90.49	261.6	0.07224	0.6675	0.7848
-96.4	250.6	0.0532	0.7287	0.6327
-96.01	251.2	0.06956	0.5045	0.8078
-105.3	237.1	0.0515	0.8075	0.6801
-107.2	237.7	0.06141	0.679	0.8254
-99.81	231.7	0.04148	0.7396	0.6729
-99.6	232.2	0.05646	0.5366	0.7976
-95.83	223.6	0.04434	0.7642	0.6262
-95.52	223.7	0.05875	0.464	0.8042
-80.21	219.7	0.04692	0.5744	0.5614
-83.06	220.8	0.04893	0.3197	0.7858
-82.16	207.1	0.04603	0.5184	0.599
-83.88	208.6	0.06322	0.4348	0.7804
-79.78	204.3	0.05498	0.6119	0.5518
-80.7	204.9	0.06326	0.2343	0.6968
-85.86	193.2	0.05963	0.5065	0.6392
-86.61	193.4	0.07868	0.1432	0.7961
-73.02	183.7	0.08412	0.5625	0.53
-76.81	183.8	0.08514	0.6029	0.734
-79.64	171.3	0.08553	0.5617	0.6709
-82.87	172.7	0.09621	0.6228	0.7843
-56.03	161.8	0.09989	0.3918	0.4543
-55.93	161.7	0.1092	0.2535	0.7054
-68.61	159.0	0.09415	0.2018	0.6765
-69.58	159.5	0.1082	0.2518	0.7572
-71.84	144.1	0.1183	0.1518	0.6576
-70.81	143.6	0.105	0.05795	0.7677
-48.87	137.9	0.1356	0.1338	0.5026
-47.56	137.1	0.1178	0.05416	0.6298
-59.8	117.3	0.157	0.06365	0.6634
-55.36	116.7	0.1628	0.07283	0.6214
-51.56	130.7	0.1211	0.06927	0.5431
-50.71	131.0	0.1342	0.07588	0.5741
-52.59	124.4	0.1401	0.0596	0.5795
-51.02	124.7	0.1418	0.06955	0.6148
64.18	188.8	0.1483	0.1567	0.7763
64.14	194.4	0.1874	0.9305	0.9518
-63.58	118.4	0.1689	0.02323	0.6819
-64.21	118.4	0.1869	0.08422	0.6122

# Loss (initial) = 10428.383924015958
# Loss (final) = 92.49604203943095
# Loss (resample) = 10445.592487204018
