# Loss = 125.54732870888702

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
49.676	39.837	1250.1	5.6656	51.6	868.55	0.39808	8.812	47.604	9.1219	0.1428	0.046096	0.6987

# t0	TI	IA	v0	w0
-212.1	544.0	0.05278	0.7085	0.8411
-213.9	545.3	0.06506	0.6665	0.8684
-97.45	488.2	0.05053	0.9357	0.673
-98.64	487.7	0.06613	0.6609	0.7852
-149.6	440.4	0.07787	0.6587	0.7999
-151.5	440.7	0.08009	0.6179	0.9217
-149.3	357.4	0.0566	0.1456	0.9623
-150.5	358.6	0.07334	0.08181	0.9537
-130.0	337.0	0.0599	0.07575	0.9381
-132.5	338.6	0.07599	0.1406	0.9691
-126.6	319.6	0.06663	0.02594	0.9381
-127.1	320.2	0.103	0.09254	0.9036
-119.0	313.1	0.05461	0.08599	0.9646
-119.9	314.7	0.09132	0.08413	0.9445
207.2	289.7	0.04412	0.6726	0.5402
-81.03	290.0	0.07503	0.3792	0.9796
-100.2	277.1	0.06107	0.04456	0.9443
-101.3	279.2	0.1019	0.1037	0.9345
-104.1	276.3	0.0535	0.1777	0.9561
-104.8	277.2	0.08468	0.05378	0.9521
-115.9	266.7	0.1005	0.2141	0.9068
-116.3	267.2	0.09501	0.2413	0.9488
-91.17	260.0	0.04137	0.299	0.9596
-89.07	261.4	0.1014	0.01627	0.936
-98.78	252.0	0.04797	0.3703	0.9582
-96.61	252.5	0.09345	0.05895	0.9415
-106.3	238.7	0.08251	0.4245	0.9419
-107.0	239.3	0.1189	0.2028	0.9238
-100.1	234.2	0.08269	0.313	0.9424
-100.5	234.3	0.1073	0.1806	0.9395
-94.72	224.9	0.07816	0.2999	0.9379
-96.21	225.9	0.1199	0.1146	0.9239
-81.43	222.0	0.07318	0.2756	0.9222
-82.73	221.9	0.06079	0.3144	0.9658
-83.54	208.8	0.05161	0.5109	0.9351
-82.61	209.3	0.1037	0.1527	0.9475
-80.25	204.8	0.05329	0.4927	0.921
-81.15	206.1	0.0725	0.3677	0.9224
-85.3	193.2	0.0748	0.5277	0.9295
-86.01	193.5	0.07328	0.4656	0.9213
-72.73	182.5	0.06184	0.6972	0.9096
-76.06	183.7	0.08107	0.3987	0.9729
-77.57	170.5	0.08967	0.3773	0.8536
-77.88	171.3	0.114	0.2347	0.8723
-55.09	159.2	0.05028	0.7084	0.8424
-55.03	160.0	0.06208	0.8702	0.903
-68.7	158.0	0.05463	0.921	0.8644
-68.67	159.9	0.1372	0.2635	0.9355
-73.22	143.7	0.06399	0.8619	0.844
-67.67	142.6	0.08292	0.3034	0.8655
-50.45	137.9	0.07393	0.7615	0.7793
-46.92	136.5	0.07426	0.7841	0.7461
-55.42	115.9	0.15	0.471	0.7818
-54.15	116.8	0.1507	0.4106	0.792
-51.76	130.0	0.07765	0.7329	0.7318
-51.33	131.2	0.08101	0.6553	0.76
-50.43	122.9	0.1159	0.6334	0.7438
-51.24	124.1	0.09643	0.7024	0.7319
66.4	186.9	0.1102	0.002375	0.9405
67.41	194.1	0.2417	0.243	0.9892
-61.86	117.6	0.1419	0.5826	0.6685
-62.76	117.3	0.1419	0.6726	0.6857

# Loss (initial) = 10383.31465139537
# Loss (final) = 125.54732870888702
# Loss (resample) = 5518.659271716181
