# Loss = 119.64658281458117

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
37.712	6.8026	1277.3	5.3227	66.972	866.36	0.42621	6.4564	35.844	9.2918	0.13655	0.023206	0.50327

# t0	TI	IA	v0	w0
-214.5	544.6	0.05267	0.648	0.8968
-216.7	544.9	0.06076	0.5656	0.9397
-98.45	489.1	0.05312	0.3922	0.738
-100.4	487.5	0.06362	0.1121	0.9291
-151.0	439.7	0.06223	0.4782	0.9139
-153.0	440.9	0.07497	0.3573	0.9513
-150.2	358.0	0.04944	0.2489	0.9794
-151.8	359.0	0.07086	0.194	0.9828
-132.0	335.7	0.04133	0.3277	0.9698
-132.4	337.6	0.07575	0.07013	0.963
-128.2	319.7	0.0586	0.247	0.9609
-128.7	320.9	0.08385	0.1765	0.9541
-122.1	312.6	0.03872	0.3003	0.9752
-120.2	314.0	0.07717	0.1315	0.9638
205.1	287.7	0.03521	0.9054	0.07324
-81.71	289.4	0.06899	0.329	0.9552
-102.0	276.8	0.04504	0.3917	0.9423
-102.0	279.3	0.08495	0.4067	0.9478
-105.5	275.5	0.04297	0.1649	0.9467
-105.0	276.7	0.07132	0.06898	0.9534
-116.7	266.9	0.08441	0.402	0.9383
-118.6	268.4	0.08701	0.1773	0.9685
-91.68	259.0	0.04067	0.2607	0.9354
-90.91	261.8	0.07743	0.2131	0.9462
-99.54	251.6	0.04606	0.4456	0.9473
-99.34	253.4	0.06827	0.3154	0.9594
-107.2	239.4	0.09159	0.4266	0.9298
-109.1	239.8	0.1016	0.3407	0.9528
-101.1	233.9	0.06269	0.5838	0.9425
-102.4	234.7	0.0874	0.39	0.9545
-98.13	225.4	0.05015	0.6846	0.9393
-97.92	226.6	0.1048	0.275	0.9467
-85.2	222.4	0.04484	0.6779	0.9197
-84.73	221.8	0.04523	0.874	0.9422
-86.09	208.8	0.04286	0.7656	0.9246
-85.52	209.8	0.06087	0.7059	0.9517
-82.14	205.4	0.051	0.6366	0.9094
-82.63	205.8	0.05234	0.6638	0.9057
-87.0	191.5	0.0424	0.9462	0.9032
-87.87	193.7	0.05357	0.7391	0.904
-75.13	182.2	0.04581	0.96	0.8993
-78.86	183.4	0.05058	0.8646	0.946
-76.98	170.2	0.08547	0.3755	0.8764
-80.07	171.9	0.09356	0.2768	0.9255
-57.22	160.3	0.04966	0.7832	0.8522
-58.34	161.9	0.05848	0.5276	0.9112
-71.63	158.9	0.05318	0.8713	0.8803
-72.77	160.2	0.06226	0.6682	0.9365
-75.22	144.8	0.06729	0.7318	0.8408
-72.88	144.2	0.06878	0.491	0.8652
-50.64	137.9	0.07598	0.5755	0.8132
-45.2	136.4	0.1012	0.8199	0.7174
-58.17	116.5	0.1651	0.6991	0.7802
-57.94	117.4	0.1826	0.8023	0.7835
-52.18	130.5	0.1093	0.7989	0.7693
-53.06	131.4	0.09385	0.704	0.8051
-51.84	124.0	0.1284	0.816	0.7634
-50.51	124.2	0.1139	0.7137	0.7759
67.01	186.7	0.1077	0.9616	0.9385
66.45	194.5	0.183	0.474	0.991
-62.79	117.0	0.148	0.6624	0.69
-64.13	117.9	0.1539	0.5879	0.719

# Loss (initial) = 9559.818389400793
# Loss (final) = 119.64658281458117
# Loss (resample) = 5892.29482668671
