# Loss = 112.28910587925735

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
39.511	35.361	1250.7	5.3761	54.837	870.3	0.47051	8.2867	37.141	9.3363	0.14192	0.044801	0.5243

# t0	TI	IA	v0	w0
-214.7	544.1	0.04743	0.4066	0.9155
-215.2	545.2	0.06022	0.725	0.9333
-98.33	487.7	0.05202	0.2058	0.6936
-99.08	488.1	0.06663	0.7718	0.8599
-150.7	440.0	0.06069	0.4213	0.9024
-151.5	440.7	0.07476	0.5261	0.9424
-148.4	357.9	0.06374	0.1075	0.9503
-150.0	358.2	0.0798	0.03171	0.9551
-131.7	337.4	0.05566	0.1185	0.9654
-132.2	338.4	0.08272	0.0009002	0.9491
-128.2	319.6	0.05346	0.4049	0.9667
-128.1	320.6	0.08634	0.04984	0.9563
-120.5	313.1	0.04737	0.3135	0.9808
-120.4	314.6	0.08312	0.07167	0.9637
206.5	288.9	0.03745	0.03629	0.7011
-81.31	289.5	0.07183	0.05903	0.9553
-102.7	277.5	0.04567	0.4801	0.9558
-102.7	279.2	0.07806	0.04926	0.9686
-104.7	275.8	0.0513	0.3254	0.9598
-105.9	277.7	0.07704	0.1228	0.9636
-117.0	266.6	0.06594	0.5433	0.963
-117.5	267.4	0.08947	0.2275	0.9696
-91.14	259.8	0.04302	0.4312	0.9626
-90.79	261.6	0.08154	0.008322	0.9613
-98.02	251.5	0.05168	0.4209	0.9527
-98.85	253.1	0.07668	0.1459	0.9751
-107.5	238.6	0.06249	0.6211	0.9567
-108.4	239.4	0.08526	0.5304	0.9664
-100.2	233.7	0.07503	0.4654	0.9399
-101.3	234.2	0.09172	0.3431	0.9578
-96.51	224.8	0.05694	0.5282	0.9532
-96.3	225.4	0.1079	0.2168	0.9477
-84.1	221.9	0.04915	0.5593	0.9427
-84.87	222.0	0.04994	0.6118	0.9664
-84.36	208.5	0.0492	0.5836	0.9459
-85.87	209.7	0.05915	0.6054	0.9684
-81.02	204.9	0.05418	0.5611	0.9244
-81.49	205.9	0.06994	0.458	0.9184
-85.59	193.4	0.07509	0.6227	0.9204
-86.52	194.3	0.1046	0.3698	0.9146
-74.64	182.4	0.04893	0.7517	0.9224
-76.7	183.8	0.07648	0.4925	0.9691
-77.26	170.2	0.08941	0.4123	0.881
-80.04	171.5	0.08021	0.3618	0.9472
-56.18	160.3	0.05612	0.8773	0.8419
-56.26	161.0	0.06763	0.7149	0.9078
-70.11	158.7	0.05742	0.912	0.882
-71.41	159.7	0.06919	0.7543	0.9254
-73.26	144.2	0.07912	0.707	0.8564
-67.94	142.7	0.09159	0.3065	0.8662
-50.78	137.9	0.08057	0.6614	0.8048
-48.24	137.2	0.08654	0.6157	0.7887
-59.8	116.9	0.1516	0.7413	0.7657
-51.53	115.5	0.1432	0.5743	0.7934
-51.61	130.0	0.08476	0.7638	0.7679
-51.54	130.6	0.09971	0.6297	0.806
-51.04	123.1	0.1203	0.9201	0.715
-50.58	124.1	0.1054	0.5552	0.7913
66.14	186.6	0.108	0.824	0.993
65.57	194.1	0.2204	0.1808	0.9706
-61.15	117.4	0.1634	0.611	0.7038
-62.08	117.6	0.1526	0.8417	0.7572

# Loss (initial) = 9194.422717405769
# Loss (final) = 112.28910587925735
# Loss (resample) = 5845.5038712161795
