# Loss = 106.04555061338574

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
74.552	26.626	1250.2	5.6165	50.943	870.09	0.44835	6.1853	69.466	9.1945	0.14417	0.045557	0.7666

# t0	TI	IA	v0	w0
-213.5	544.3	0.05091	0.7255	0.7338
-214.8	544.8	0.05826	0.6524	0.8165
-98.54	487.2	0.04735	0.7505	0.5424
-100.1	487.7	0.0579	0.8529	0.7474
-149.8	440.3	0.07265	0.6482	0.6633
-151.8	440.4	0.07781	0.6269	0.8151
-149.8	357.0	0.05728	0.1902	0.9242
-150.3	358.1	0.08028	0.1092	0.8805
-132.2	336.9	0.05438	0.01514	0.9212
-132.6	337.9	0.08648	0.03718	0.9042
-128.3	319.6	0.05874	0.1287	0.9188
-129.1	320.8	0.08174	0.1116	0.9287
-120.4	312.9	0.04984	0.127	0.9515
-120.8	314.3	0.08333	0.07712	0.9467
207.2	289.3	0.04329	0.1157	0.4532
-82.04	289.8	0.07535	0.2791	0.9499
-102.7	277.2	0.04392	0.4462	0.9342
-102.0	279.2	0.08278	0.03766	0.9336
-105.9	275.7	0.04403	0.36	0.9496
-106.2	277.8	0.07695	0.09314	0.9409
-116.5	267.0	0.08565	0.3152	0.9038
-117.4	267.7	0.09677	0.14	0.9214
-90.1	259.6	0.04902	0.2859	0.8984
-90.36	261.7	0.08821	0.1514	0.9267
-98.69	251.9	0.05062	0.3068	0.9362
-98.93	253.2	0.07067	0.299	0.9614
-107.1	239.5	0.08805	0.4642	0.8999
-108.3	239.7	0.1097	0.2813	0.9024
-101.0	233.8	0.06482	0.4523	0.9393
-100.6	234.2	0.1022	0.1166	0.909
-96.85	225.1	0.05751	0.4435	0.9377
-96.98	225.8	0.09367	0.249	0.9389
-83.98	221.5	0.04768	0.4612	0.9174
-83.91	222.1	0.05857	0.3101	0.9523
-83.23	209.3	0.06416	0.3707	0.9003
-84.91	210.5	0.09821	0.1443	0.9369
-81.41	204.8	0.04841	0.499	0.9041
-82.22	205.6	0.05673	0.4849	0.8969
-85.79	193.5	0.08268	0.5639	0.884
-87.1	193.7	0.073	0.4721	0.9163
-74.57	181.9	0.04638	0.8497	0.8613
-76.92	183.9	0.08169	0.4233	0.95
-77.49	170.2	0.08933	0.3671	0.7482
-78.96	171.3	0.09962	0.2931	0.8266
-57.1	160.6	0.05106	0.8009	0.7774
-57.26	160.8	0.05567	0.4229	0.9176
-69.87	159.1	0.06663	0.7051	0.8511
-71.7	159.3	0.05458	0.8409	0.8865
-67.62	142.5	0.07987	0.2797	0.7695
-70.37	143.1	0.07534	0.4452	0.7892
-51.74	138.1	0.06668	0.6391	0.6549
-48.3	136.9	0.07716	0.5576	0.6442
-58.92	116.9	0.1278	0.6907	0.5364
-50.12	115.5	0.1275	0.5199	0.538
-53.24	130.8	0.06784	0.8499	0.5344
-50.38	130.5	0.09137	0.7844	0.6158
-52.36	124.2	0.09618	0.83	0.526
-50.64	123.5	0.09686	0.8576	0.5178
66.12	186.1	0.0903	0.3434	0.9344
66.76	193.1	0.1407	0.4852	0.8712
-63.08	118.1	0.174	0.6039	0.4268
-62.34	117.5	0.1534	0.5056	0.563

# Loss (initial) = 9140.490633561974
# Loss (final) = 106.04555061338574
# Loss (resample) = 4404.246390340874
