# Loss = 104.45872268219912

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
83.591	21.849	1313.1	4.2682	44.978	862.96	0.45035	4.0469	69.413	9.6288	0.13829	0.047459	0.67204

# t0	TI	IA	v0	w0
-216.4	542.6	0.04626	0.5057	0.8603
-216.6	543.7	0.05713	0.6749	0.8551
-98.3	484.7	0.04822	0.9621	0.4886
-101.7	486.4	0.05828	0.1381	0.7605
-152.9	439.6	0.06092	0.492	0.7781
-153.7	439.9	0.06924	0.6291	0.8746
-149.6	357.4	0.06039	0.1453	0.9419
-150.7	357.8	0.06971	0.165	0.9817
-131.5	337.5	0.05795	0.02215	0.9665
-132.6	338.5	0.0734	0.04946	0.9809
-127.7	320.1	0.05828	0.2287	0.9659
-129.0	320.9	0.0805	0.1956	0.9481
-118.2	312.5	0.06285	0.3626	0.9369
-119.9	314.0	0.08175	0.3627	0.9442
208.2	289.8	0.05244	0.363	0.8056
-80.83	288.7	0.07725	0.1803	0.9669
-101.3	278.2	0.06042	0.2666	0.9484
-102.1	279.3	0.08759	0.3542	0.9239
-104.6	277.0	0.06047	0.1048	0.9537
-105.1	277.5	0.08302	0.09138	0.9278
-116.4	267.0	0.07378	0.461	0.9407
-118.5	267.7	0.09073	0.2578	0.9482
-90.08	261.2	0.05888	0.1528	0.9299
-90.12	261.5	0.09052	0.2099	0.9077
-98.93	252.9	0.05932	0.3	0.9662
-98.66	253.4	0.0854	0.1813	0.9431
-106.4	238.5	0.07991	0.5264	0.9133
-108.6	239.5	0.09134	0.52	0.9554
-102.0	234.4	0.06183	0.5604	0.981
-102.4	234.8	0.09888	0.2232	0.9384
-96.67	225.2	0.06155	0.5836	0.9468
-97.14	225.8	0.1023	0.251	0.925
-83.83	222.2	0.05465	0.6142	0.9338
-84.36	222.8	0.06677	0.3974	0.9833
-86.01	209.5	0.05162	0.7291	0.9595
-86.08	210.3	0.07875	0.3857	0.9903
-82.57	206.1	0.05866	0.5576	0.9318
-82.92	206.6	0.06609	0.4845	0.9339
-86.91	194.1	0.07296	0.638	0.9202
-87.68	194.6	0.08495	0.5315	0.9075
-76.3	183.6	0.05381	0.7476	0.9512
-78.64	184.3	0.06346	0.7225	0.9911
-76.19	168.9	0.05622	0.4784	0.8211
-78.69	171.0	0.08779	0.3479	0.8369
-58.48	161.2	0.05608	0.7533	0.8725
-57.47	161.4	0.06254	0.8363	0.9396
-72.17	159.5	0.0574	0.8616	0.8882
-71.79	159.8	0.0665	0.9025	0.9463
-67.48	141.9	0.06918	0.375	0.7516
-73.61	144.4	0.07174	0.5496	0.8239
-54.07	138.9	0.07247	0.539	0.8266
-50.0	137.7	0.07473	0.5547	0.7282
-54.04	115.8	0.1413	0.4663	0.5063
-50.2	115.0	0.119	0.5558	0.5173
-53.36	130.7	0.0789	0.7611	0.6199
-52.24	131.0	0.07836	0.7713	0.6572
-53.18	124.2	0.09166	0.7996	0.5922
-51.52	124.6	0.1039	0.7096	0.673
69.2	184.6	0.1448	0.3028	0.9823
64.35	194.1	0.2117	0.642	0.9751
-63.29	118.1	0.1274	0.5699	0.4522
-62.75	117.7	0.1702	0.5541	0.6719

# Loss (initial) = 10006.164955929387
# Loss (final) = 104.45872268219912
# Loss (resample) = 5868.410905053226
