# Loss = 87.5724405383045

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
58.946	30.567	1323.4	5.5472	66.192	859.22	0.47922	7.4826	57.239	9.0731	0.14239	0.044699	0.73207

# t0	TI	IA	v0	w0
-215.3	543.7	0.04579	0.477	0.8225
-217.0	542.9	0.05109	0.5977	0.8887
-99.15	486.3	0.04662	0.4475	0.5663
-101.5	486.7	0.05085	0.903	0.8138
-150.4	440.1	0.06663	0.5465	0.7614
-152.0	439.3	0.07055	0.5087	0.8591
-149.9	357.2	0.04556	0.4136	0.9612
-151.3	357.5	0.06051	0.2538	0.9551
-131.7	335.3	0.03916	0.4461	0.9621
-132.6	337.7	0.06021	0.1046	0.9637
-127.5	317.9	0.04222	0.4918	0.9606
-129.1	319.9	0.06678	0.1005	0.955
-118.9	310.6	0.03978	0.442	0.9586
-119.4	312.7	0.0662	0.07415	0.9508
206.0	286.3	0.03238	0.758	0.2397
-82.72	288.6	0.04744	0.1722	0.9663
-101.9	276.7	0.04563	0.4099	0.9415
-102.1	278.1	0.07074	0.07028	0.936
-105.2	274.7	0.042	0.5054	0.9426
-105.9	277.2	0.07212	0.06716	0.9345
-117.0	265.3	0.05578	0.6279	0.9482
-118.2	267.4	0.08559	0.2578	0.9419
-91.87	259.5	0.03712	0.6215	0.9436
-90.49	261.6	0.07748	0.1224	0.925
-99.77	251.8	0.04605	0.423	0.9569
-99.2	252.7	0.07382	0.2007	0.9415
-109.8	239.4	0.05247	0.6611	0.9568
-108.6	239.6	0.1024	0.4131	0.9134
-101.5	233.9	0.05851	0.577	0.9359
-102.7	234.4	0.07639	0.447	0.9514
-97.74	225.5	0.05594	0.5738	0.9359
-98.22	226.1	0.08425	0.3806	0.9459
-85.83	222.4	0.04141	0.67	0.9247
-84.56	222.0	0.05082	0.483	0.9508
-86.25	208.0	0.03871	0.8249	0.937
-87.09	210.1	0.06088	0.6568	0.9464
-83.58	204.9	0.03999	0.8321	0.9132
-83.86	206.1	0.05169	0.577	0.9192
-89.04	193.2	0.04151	0.8353	0.9155
-88.69	193.3	0.0494	0.6849	0.9246
-76.77	183.6	0.04477	0.8472	0.8973
-80.45	184.8	0.05214	0.7115	0.9673
-79.62	170.4	0.05029	0.513	0.888
-79.31	171.2	0.07332	0.3757	0.9022
-57.86	161.2	0.05377	0.7028	0.8311
-57.59	161.9	0.06601	0.6131	0.8968
-72.24	159.7	0.05687	0.682	0.9053
-71.13	159.9	0.07136	0.7256	0.9154
-71.98	143.7	0.07988	0.4471	0.8498
-69.62	143.3	0.0801	0.3771	0.8356
-50.25	137.8	0.08205	0.5837	0.7429
-49.15	137.5	0.0824	0.4203	0.7877
-59.2	116.7	0.1368	0.7241	0.5909
-52.38	115.8	0.1495	0.4747	0.6852
-53.39	131.1	0.08152	0.636	0.7158
-50.93	130.9	0.1061	0.7627	0.7091
-51.94	124.5	0.1128	0.626	0.6873
-48.17	123.3	0.1298	0.635	0.6692
67.09	186.1	0.1135	0.6054	0.9816
64.79	194.0	0.1805	0.215	0.9664
-62.13	117.9	0.1693	0.3721	0.6504
-61.28	117.1	0.1509	0.7163	0.6005

# Loss (initial) = 9376.750705232074
# Loss (final) = 87.5724405383045
# Loss (resample) = 4789.616904811092
