# Loss = 94.48348537622199

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
76.208	16.525	1304.7	6.248	91.419	880.11	0.47608	5.7352	82.612	9.1538	0.1389	0.043773	0.86261

# t0	TI	IA	v0	w0
-213.2	544.0	0.05227	0.8998	0.6984
-216.6	544.2	0.05124	0.6203	0.8115
-99.0	487.3	0.05045	0.1562	0.5322
-100.1	486.8	0.05749	0.4629	0.5731
-149.3	440.9	0.07713	0.6501	0.6509
-152.2	440.6	0.06876	0.5619	0.8093
-149.2	355.0	0.04088	0.1072	0.9345
-150.3	356.6	0.05707	0.1161	0.9262
-132.8	336.2	0.03781	0.2313	0.9288
-133.1	337.4	0.05481	0.2522	0.9401
-128.7	317.5	0.03689	0.3866	0.9366
-127.9	318.6	0.06228	0.02045	0.9252
-121.5	311.2	0.03486	0.5392	0.937
-117.8	311.6	0.06529	0.05674	0.9167
205.4	288.1	0.03437	0.4457	0.02392
-82.95	289.4	0.05463	0.404	0.9236
-103.7	276.4	0.03721	0.5406	0.9064
-100.7	277.7	0.07851	0.1749	0.9019
-105.3	273.9	0.03661	0.5382	0.9067
-105.9	276.6	0.05992	0.3074	0.9216
-117.5	267.5	0.08331	0.2959	0.8543
-117.1	267.4	0.08758	0.01134	0.8789
-91.95	259.4	0.03804	0.4133	0.8888
-90.9	261.2	0.0645	0.3187	0.9195
-98.3	250.3	0.04008	0.697	0.8794
-99.14	252.5	0.05843	0.04818	0.9296
-108.2	239.7	0.09183	0.3839	0.848
-107.8	239.2	0.09543	0.3644	0.8808
-101.2	235.0	0.08861	0.1798	0.8553
-103.7	234.4	0.05418	0.5471	0.9431
-97.77	224.6	0.04349	0.7898	0.8744
-97.69	225.7	0.07691	0.211	0.9271
-82.7	221.5	0.05514	0.04056	0.869
-85.06	221.5	0.04195	0.5602	0.9171
-85.83	208.5	0.04162	0.7016	0.8636
-85.25	209.7	0.06587	0.2281	0.9261
-80.96	204.9	0.0507	0.5159	0.836
-82.19	205.6	0.05237	0.4862	0.8478
-87.02	193.2	0.04473	0.9684	0.814
-87.58	194.1	0.06629	0.4921	0.8906
-75.21	182.9	0.04636	0.7207	0.8151
-78.98	183.6	0.04421	0.8879	0.9154
-75.8	169.7	0.0788	0.3243	0.6874
-78.58	171.3	0.087	0.2649	0.7783
-57.23	160.1	0.04792	0.6981	0.7641
-57.95	160.8	0.04786	0.5814	0.8723
-70.83	158.8	0.04708	0.9945	0.7639
-72.13	159.6	0.05138	0.8716	0.875
-74.28	144.3	0.05884	0.644	0.7259
-68.7	143.3	0.1062	0.701	0.6756
-52.35	138.4	0.06544	0.5997	0.6288
-49.51	137.0	0.05704	0.3773	0.6619
-59.69	117.1	0.1263	0.4686	0.4162
-49.64	115.1	0.1459	0.3916	0.3023
-49.84	130.6	0.1203	0.7203	0.2552
-52.02	130.9	0.07204	0.7366	0.4938
-52.01	124.1	0.1057	0.5992	0.4199
-52.4	124.6	0.08313	0.7261	0.4214
67.2	185.6	0.1101	0.8756	0.9486
62.75	194.5	0.1579	0.2639	0.9885
-60.93	117.1	0.1138	0.3319	0.3658
-63.95	118.3	0.1412	0.4008	0.4062

# Loss (initial) = 9666.429368899277
# Loss (final) = 94.48348537622199
# Loss (resample) = 4827.192651982972
