# Loss = 165.42672986167267

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
50.523	14.132	1277.4	6.4139	55.453	868.67	0.41982	13.149	50.77	9.0985	0.12932	0.045265	0.77265

# t0	TI	IA	v0	w0
-211.0	545.7	0.06237	0.5276	0.7472
-215.0	547.8	0.06606	0.5762	0.8476
-96.09	487.3	0.05522	0.7544	0.4672
-97.73	488.2	0.0702	0.859	0.5557
-148.2	442.3	0.1036	0.4535	0.6921
-150.1	441.9	0.1069	0.5171	0.8057
-147.9	358.3	0.0583	0.06071	0.9371
-150.1	358.3	0.07081	0.2994	0.966
-131.2	336.8	0.03638	0.1646	0.9722
-132.0	339.0	0.08244	0.1001	0.9703
-127.5	318.4	0.03565	0.4809	0.9728
-127.2	321.3	0.1054	0.003946	0.9367
-119.5	312.5	0.03515	0.001278	0.9574
-119.3	314.4	0.0947	0.08437	0.9666
206.9	289.4	0.03552	0.4592	0.05543
-80.74	290.8	0.08924	0.03417	0.9562
-100.3	277.4	0.04977	0.4029	0.9357
-99.36	278.0	0.1053	0.01527	0.9474
-104.0	275.7	0.04564	0.3415	0.9415
-103.5	277.5	0.08613	0.02032	0.9606
-115.1	266.9	0.1045	0.2296	0.8752
-115.0	266.8	0.09936	0.1677	0.9507
-89.62	259.6	0.03853	0.4284	0.9277
-89.37	261.9	0.09696	0.03763	0.9559
-96.69	250.9	0.04973	0.5201	0.9181
-95.64	252.2	0.1286	0.1926	0.9292
-105.2	239.2	0.1203	0.236	0.8657
-107.2	240.5	0.1318	0.1828	0.8692
-100.6	235.2	0.1096	0.1625	0.9064
-99.74	233.7	0.1015	0.07032	0.9484
-96.22	226.0	0.08314	0.02442	0.9279
-97.18	226.7	0.1156	0.01004	0.9356
-82.74	222.2	0.04875	0.2318	0.9229
-81.88	221.7	0.05672	0.1475	0.9464
-83.07	209.4	0.05429	0.4914	0.9137
-84.06	210.2	0.0837	0.1333	0.9493
-78.88	205.0	0.06897	0.5587	0.9046
-79.8	205.9	0.07362	0.5328	0.8985
-85.01	194.0	0.1297	0.2724	0.8899
-85.34	193.6	0.09343	0.3215	0.9082
-72.72	183.0	0.05888	0.9242	0.8891
-77.34	184.9	0.06887	0.6409	0.9539
-76.48	170.8	0.1238	0.2521	0.7852
-80.06	172.8	0.1325	0.1798	0.8311
-54.46	159.7	0.04433	0.9939	0.8367
-55.46	160.6	0.05475	0.4044	0.945
-66.76	158.5	0.05948	0.9541	0.8601
-69.75	159.3	0.05131	0.6734	0.9545
-72.7	143.3	0.0443	0.9289	0.8739
-71.19	143.5	0.05544	0.5117	0.8726
-52.23	137.3	0.04369	0.7259	0.7888
-47.01	136.9	0.06935	0.5076	0.776
-57.16	117.0	0.1467	0.9571	0.5074
-50.8	116.4	0.1631	0.5573	0.7414
-51.05	130.0	0.1045	0.6155	0.7024
-48.56	130.2	0.1131	0.6731	0.7743
-51.21	123.2	0.1298	0.6738	0.6139
-48.49	122.4	0.1085	0.8547	0.7318
65.91	187.9	0.106	0.2564	0.9691
67.56	193.6	0.2043	0.2142	0.9776
-60.73	117.9	0.203	0.5509	0.5056
-62.58	118.4	0.1136	0.7556	0.6555

# Loss (initial) = 9681.946846362594
# Loss (final) = 165.42672986167267
# Loss (resample) = 5730.9907245938775
