# Loss = 139.598046061135

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
56.943	5.6489	1239.5	5.758	68.575	895.94	0.43961	4.492	57.34	9.0526	0.13196	0.020252	0.77674

# t0	TI	IA	v0	w0
-213.6	543.7	0.05508	0.6093	0.796
-217.1	546.3	0.0634	0.5398	0.8308
-97.69	487.6	0.05923	0.579	0.3902
-99.68	487.1	0.06615	0.6927	0.611
-149.5	439.8	0.07824	0.4868	0.7353
-152.5	440.9	0.08313	0.533	0.8184
-149.4	356.7	0.06327	0.2151	0.9176
-150.8	358.5	0.08465	0.1957	0.8529
-132.6	335.9	0.04523	0.4922	0.9487
-133.6	337.2	0.07455	0.04748	0.9206
-127.9	317.5	0.05081	0.4475	0.9478
-130.0	320.2	0.07367	0.194	0.9343
-119.7	311.2	0.04467	0.4258	0.9452
-120.6	313.4	0.07811	0.04956	0.914
205.8	288.3	0.03813	0.8585	0.08553
-82.71	288.9	0.05674	0.3082	0.9446
-101.4	275.7	0.04705	0.5092	0.9335
-103.5	278.4	0.07375	0.02078	0.9414
-104.1	274.0	0.04701	0.3698	0.9272
-105.3	275.9	0.08033	0.1949	0.9183
-117.2	265.6	0.08387	0.4615	0.9162
-116.8	266.9	0.09624	0.2647	0.9087
-90.53	258.5	0.04295	0.5199	0.9243
-90.06	261.3	0.08848	0.08268	0.9073
-98.25	251.0	0.05069	0.5047	0.9311
-97.4	252.3	0.09474	0.2202	0.9068
-105.9	238.1	0.1032	0.4035	0.8855
-106.9	238.7	0.1236	0.3031	0.8735
-99.8	234.0	0.1113	0.3442	0.8703
-99.89	233.6	0.1079	0.305	0.9049
-96.21	223.7	0.05197	0.783	0.918
-97.39	226.2	0.1036	0.2904	0.9269
-82.97	221.6	0.05625	0.5465	0.9095
-82.38	221.6	0.06608	0.5534	0.9222
-83.49	208.0	0.05163	0.6868	0.9034
-84.07	209.5	0.08009	0.5181	0.9386
-80.39	205.2	0.06826	0.5362	0.8998
-81.38	205.4	0.05962	0.6225	0.8904
-84.63	193.9	0.1351	0.352	0.8336
-85.18	193.6	0.1022	0.5782	0.8715
-73.76	182.3	0.05144	0.7928	0.8832
-78.14	183.6	0.05259	0.6724	0.9696
-76.26	170.2	0.09643	0.3065	0.7806
-78.73	172.0	0.1081	0.25	0.8216
-55.37	159.2	0.05455	0.8608	0.8202
-55.1	160.0	0.06625	0.5994	0.8918
-68.13	159.9	0.1671	0.2868	0.8262
-70.26	159.6	0.06936	0.6747	0.923
-73.48	144.1	0.07601	0.8249	0.8228
-70.26	143.6	0.08476	0.3783	0.8482
-50.21	138.0	0.0808	0.7705	0.7424
-47.25	136.9	0.0951	0.5599	0.7645
-52.88	115.5	0.1484	0.2174	0.5493
-50.75	114.9	0.1573	0.4518	0.5118
-51.73	130.8	0.1203	0.7376	0.7275
-50.15	130.5	0.09924	0.8288	0.7014
-51.8	123.7	0.1462	0.8424	0.6652
-49.86	123.5	0.1088	0.705	0.662
67.31	186.0	0.1328	0.4597	0.9922
67.16	192.2	0.1789	0.08794	0.9817
-63.3	118.5	0.1739	0.3714	0.6204
-60.17	116.8	0.1886	0.6486	0.6648

# Loss (initial) = 9819.91854446603
# Loss (final) = 139.598046061135
# Loss (resample) = 5046.871925690025
