# Loss = 119.17979959917594

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
82.588	24.28	1249.7	5.6303	60.1	868.46	0.34106	7.3202	75.59	9.2366	0.13295	0.042196	0.78253

# t0	TI	IA	v0	w0
-213.2	544.8	0.06079	0.6364	0.6863
-213.5	545.2	0.06289	0.6376	0.8322
-97.65	487.2	0.055	0.7106	0.5698
-98.22	487.4	0.06948	0.4311	0.619
-149.3	441.2	0.08207	0.5086	0.7008
-151.4	441.3	0.08137	0.5594	0.8873
-148.1	358.7	0.06429	0.15	0.897
-149.0	359.5	0.08116	0.2273	0.9316
-130.7	338.5	0.06153	0.2397	0.9344
-132.1	340.1	0.08798	0.3337	0.9719
-126.5	320.8	0.06447	0.2241	0.8961
-127.5	321.4	0.1087	0.3284	0.927
-119.0	314.4	0.05783	0.3953	0.9563
-119.4	315.6	0.1016	0.264	0.9416
209.0	290.1	0.05748	0.42	0.01669
-80.13	290.7	0.1077	0.1714	0.9239
-99.91	278.4	0.06246	0.01072	0.9184
-101.3	280.5	0.1096	0.2859	0.9431
-103.7	276.8	0.05868	0.3472	0.9193
-104.3	278.6	0.1143	0.2312	0.9013
-116.0	268.1	0.08543	0.2574	0.8702
-116.4	267.7	0.09464	0.3018	0.9372
-89.16	261.9	0.06393	0.1683	0.8926
-88.44	261.8	0.1325	0.01073	0.9024
-97.2	252.6	0.06083	0.1455	0.8885
-96.56	252.9	0.09978	0.1145	0.9327
-106.4	238.8	0.09778	0.2526	0.8642
-106.6	239.3	0.108	0.3349	0.8892
-99.15	233.6	0.07662	0.1722	0.9076
-100.1	234.0	0.09873	0.2691	0.9162
-94.66	225.4	0.07392	0.6997	0.875
-94.94	225.0	0.1038	0.04157	0.9105
-81.39	221.8	0.05999	0.1925	0.8703
-82.2	222.6	0.08782	0.2511	0.9205
-82.17	209.1	0.05682	0.8032	0.8355
-83.53	208.6	0.07285	0.8682	0.9312
-78.67	204.5	0.0599	0.9646	0.8127
-80.38	206.4	0.08525	0.7332	0.8472
-85.66	194.0	0.08159	0.4547	0.8644
-87.09	194.2	0.06709	0.3529	0.9026
-72.88	182.9	0.05768	0.8002	0.8027
-76.08	183.2	0.05655	0.7817	0.9324
-80.94	170.9	0.04419	0.8005	0.8664
-80.45	172.3	0.09409	0.2145	0.8439
-53.69	159.9	0.07065	0.7691	0.6445
-54.02	160.8	0.1195	0.9925	0.8469
-68.6	158.7	0.06105	0.8549	0.7558
-69.72	158.8	0.05139	0.6431	0.8994
-71.01	143.7	0.07437	0.9563	0.6957
-69.58	143.2	0.07467	0.7313	0.7194
-48.69	137.2	0.07227	0.7222	0.5851
-45.75	136.1	0.06287	0.6029	0.5008
-58.67	117.1	0.2172	0.1624	0.7963
-56.68	117.5	0.1309	0.808	0.4469
-52.8	130.5	0.06145	0.7576	0.2354
-50.6	130.6	0.08103	0.63	0.5576
-51.89	123.7	0.09152	0.5445	0.5276
-50.38	124.4	0.1031	0.5975	0.5069
66.02	187.5	0.09967	0.08979	0.926
66.73	193.5	0.1522	0.5285	0.9881
-59.68	116.8	0.123	0.5147	0.2033
-62.13	117.9	0.1785	0.511	0.4232

# Loss (initial) = 7874.420153896978
# Loss (final) = 119.17979959917594
# Loss (resample) = 5370.953509878271
