# Loss = 99.43327950684747

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
57.457	27.862	1300.1	4.6774	54.361	894.21	0.46596	5.517	52.439	9.1118	0.14092	0.046953	0.63168

# t0	TI	IA	v0	w0
-217.2	542.3	0.04349	0.5755	0.8984
-218.8	543.8	0.05052	0.5259	0.9315
-99.84	485.4	0.04542	0.2832	0.5932
-101.5	485.9	0.05542	0.7626	0.7577
-152.4	440.1	0.0614	0.6104	0.7842
-154.2	439.9	0.06352	0.5469	0.9098
-149.6	357.3	0.05241	0.3122	0.969
-151.1	357.5	0.06142	0.296	0.9842
-132.5	336.4	0.04794	0.3427	0.9805
-133.5	337.5	0.06323	0.139	0.9872
-128.9	319.4	0.0516	0.3677	0.9685
-129.2	319.8	0.07571	0.1006	0.9411
-120.2	312.2	0.0493	0.2587	0.9762
-120.8	313.7	0.06833	0.2136	0.9722
205.4	288.2	0.03856	0.01237	0.6466
-83.1	289.4	0.05679	0.3225	0.982
-103.2	277.7	0.04907	0.3362	0.9648
-103.0	278.7	0.07451	0.09567	0.9443
-106.8	276.2	0.04514	0.5206	0.9802
-106.1	277.2	0.07368	0.2048	0.9501
-117.0	265.7	0.06842	0.5615	0.9416
-117.8	266.2	0.08039	0.4244	0.9579
-91.94	259.6	0.04341	0.521	0.9726
-90.97	261.2	0.07357	0.2449	0.952
-99.92	251.6	0.04621	0.5738	0.9741
-99.13	252.6	0.07613	0.2393	0.9541
-108.7	239.1	0.05967	0.7088	0.9501
-109.1	239.4	0.09913	0.4662	0.934
-102.1	233.7	0.05608	0.6522	0.9467
-102.2	234.9	0.1016	0.3556	0.9114
-98.57	225.1	0.0487	0.7247	0.9614
-98.8	226.4	0.08174	0.4553	0.9649
-85.09	222.1	0.04867	0.6181	0.9507
-85.68	222.1	0.04789	0.7102	0.977
-86.82	209.2	0.04571	0.7738	0.9622
-86.71	210.2	0.05992	0.6844	0.9624
-82.63	204.9	0.04593	0.8166	0.9318
-83.82	206.6	0.05844	0.6887	0.9058
-88.0	192.8	0.04688	0.976	0.9059
-87.93	194.4	0.08748	0.481	0.9177
-75.96	183.2	0.04963	0.8547	0.9237
-78.58	183.7	0.05327	0.8025	0.9746
-76.01	169.2	0.07738	0.4669	0.8068
-79.36	171.4	0.09271	0.3699	0.8781
-57.36	161.1	0.05543	0.8801	0.8319
-57.87	162.0	0.06265	0.764	0.9054
-71.24	159.2	0.05767	0.9211	0.8713
-73.04	160.5	0.06894	0.8502	0.934
-74.41	144.3	0.07086	0.6534	0.8291
-73.6	144.5	0.07395	0.4884	0.8685
-51.1	138.0	0.07449	0.7337	0.7525
-49.57	137.9	0.08516	0.6081	0.7661
-56.69	115.9	0.1299	0.9602	0.4193
-51.39	115.0	0.1365	0.5886	0.6763
-54.13	130.9	0.07357	0.8576	0.6927
-52.4	131.7	0.07936	0.8316	0.7252
-52.0	123.7	0.0933	0.7653	0.6964
-51.62	124.8	0.09521	0.7745	0.7135
68.57	183.9	0.1051	0.07263	0.9772
65.07	192.4	0.1849	0.7341	0.9881
-61.64	117.4	0.1429	0.6276	0.5859
-62.91	117.4	0.1431	0.6307	0.6836

# Loss (initial) = 9564.458689578776
# Loss (final) = 99.43327950684747
# Loss (resample) = 5696.107917956771
