# Loss = 122.53879709969995

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
71.9	4.5838	1245.3	5.7722	28.264	850.92	0.090151	51.879	62.705	9.5401	0.14517	0.027321	0.67696

# t0	TI	IA	v0	w0
-211.8	546.1	0.07771	0.7021	0.771
-213.0	547.3	0.1066	0.5989	0.903
-95.2	488.5	0.09676	0.8534	0.4823
-97.83	488.6	0.1409	0.8811	0.8932
-147.6	442.8	0.1025	0.629	0.7661
-149.1	444.9	0.1619	0.5701	0.9383
-146.6	358.2	0.1163	0.3458	0.9472
-147.6	360.3	0.1532	0.3787	0.9567
-129.4	340.5	0.1355	0.3166	0.9267
-130.5	340.5	0.1963	0.01466	0.9597
-124.5	321.6	0.1022	0.4203	0.8968
-125.8	323.4	0.1736	0.1985	0.9729
-115.3	314.1	0.1075	0.4573	0.8671
-117.4	315.8	0.1788	0.05826	0.977
210.5	291.9	0.07913	0.9385	0.4783
-79.26	289.4	0.08602	0.3434	0.9495
-98.72	279.2	0.08628	0.314	0.8001
-99.12	278.8	0.1326	0.3522	0.9482
-102.5	276.8	0.1121	0.4103	0.8149
-102.6	279.8	0.1405	0.4896	0.9135
-114.7	265.6	0.07676	0.2177	0.9141
-113.7	266.3	0.1215	0.2785	0.959
-87.41	260.8	0.09221	0.5804	0.7006
-87.96	262.2	0.1113	0.3685	0.9311
-96.2	252.5	0.07312	0.4739	0.7814
-95.5	251.8	0.08351	0.5541	0.9058
-106.0	238.4	0.0732	0.1176	0.8817
-108.4	238.8	0.06832	0.1207	0.9637
-99.51	233.0	0.05545	0.1537	0.9123
-101.2	233.2	0.06646	0.5213	0.9268
-95.36	223.8	0.04511	0.1991	0.8342
-97.01	225.0	0.07555	0.4427	0.9191
-80.55	221.0	0.0583	0.3619	0.7006
-81.87	221.2	0.07058	0.6018	0.7724
-81.25	208.9	0.07459	0.4784	0.7361
-84.6	209.3	0.09094	0.644	0.8767
-79.51	205.3	0.07892	0.4097	0.756
-78.72	204.8	0.09163	0.507	0.6964
-84.26	193.3	0.09088	0.2751	0.812
-84.24	193.0	0.106	0.4668	0.7696
-70.41	183.1	0.1006	0.5128	0.6766
-73.63	181.1	0.1125	0.5498	0.723
-76.51	170.6	0.1076	0.1279	0.725
-76.52	170.3	0.1143	0.2441	0.8657
-53.82	160.6	0.1232	0.65	0.4386
-52.44	160.9	0.1267	0.5579	0.5624
-68.54	159.5	0.1221	0.4827	0.6715
-68.33	160.0	0.1346	0.8833	0.8104
-70.83	143.6	0.1481	0.5873	0.6511
-73.24	144.5	0.1469	0.723	0.5422
-48.56	138.0	0.1558	0.4584	0.3603
-49.09	138.0	0.1578	0.331	0.4335
-58.5	117.0	0.1922	0.6298	0.3121
-54.28	116.2	0.1915	0.5327	0.4539
-53.48	131.8	0.1556	0.1263	0.4708
-50.88	131.8	0.162	0.4552	0.3901
-53.8	124.7	0.1734	0.2407	0.4092
-51.61	125.4	0.1698	0.3608	0.3858
67.77	187.3	0.1245	0.01456	0.6736
66.23	191.8	0.1292	0.1483	0.7154
-64.42	118.8	0.1941	0.08917	0.3491
-64.4	118.5	0.1962	0.4801	0.2813

# Loss (initial) = 9610.797662797377
# Loss (final) = 122.53879709969995
# Loss (resample) = 9739.76923545145
