# Loss = 171.32405013081137

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
69.307	6.2559	1240.6	6.0557	61.725	891.41	0.25574	14.362	72.508	9.0866	0.14067	0.04308	0.84946

# t0	TI	IA	v0	w0
-211.7	545.7	0.07118	0.4966	0.6251
-214.1	545.6	0.06709	0.3315	0.8148
-98.06	487.7	0.06025	0.3489	0.3398
-98.7	487.9	0.07904	0.6899	0.3938
-148.1	442.2	0.1081	0.1686	0.6222
-152.5	442.8	0.1131	0.4596	0.7455
-145.4	358.6	0.07743	0.05497	0.933
-148.1	359.3	0.09504	0.1866	0.9552
-129.4	338.1	0.06498	0.2567	0.9361
-130.7	338.2	0.1057	0.3372	0.9689
-124.9	318.9	0.0773	0.1252	0.9298
-126.1	320.8	0.1108	0.231	0.9748
-119.1	314.2	0.06325	0.163	0.962
-116.7	313.7	0.1158	0.09727	0.9692
209.5	290.3	0.06004	0.8678	0.05597
-79.16	290.4	0.1141	0.4124	0.9573
-100.4	277.7	0.05975	0.5246	0.9312
-100.5	279.7	0.1419	0.5437	0.961
-102.4	276.1	0.08702	0.5792	0.9239
-103.4	277.9	0.1146	0.0487	0.9646
-115.4	268.6	0.09643	0.2325	0.7854
-114.5	266.1	0.1355	0.3021	0.9619
-88.89	261.1	0.08346	0.5854	0.9188
-88.38	261.3	0.09683	0.2072	0.9736
-97.35	251.0	0.0526	0.6618	0.9159
-95.19	253.1	0.1086	0.4268	0.9467
-105.1	238.7	0.1061	0.5085	0.8832
-105.9	238.5	0.1006	0.3158	0.877
-97.7	233.7	0.09448	0.3126	0.9033
-99.94	233.6	0.1268	0.374	0.9482
-94.38	225.4	0.07385	0.364	0.8798
-93.96	224.7	0.07087	0.7078	0.9404
-81.98	222.8	0.0932	0.5566	0.8939
-80.62	222.4	0.107	0.6181	0.9279
-82.58	211.4	0.1094	0.5813	0.8575
-83.75	209.1	0.09214	0.8233	0.9445
-78.08	205.1	0.09487	0.4031	0.8365
-80.37	205.6	0.06131	0.5583	0.8587
-83.06	192.3	0.06964	0.5285	0.8574
-85.52	194.3	0.1146	0.53	0.8678
-71.58	183.0	0.08933	0.6561	0.8124
-76.19	185.0	0.0947	0.8855	0.9356
-78.98	172.4	0.08872	0.2222	0.7724
-79.21	172.3	0.1006	0.1807	0.7508
-53.36	161.0	0.1334	0.8143	0.6736
-54.24	161.5	0.09537	0.7477	0.9312
-67.47	158.8	0.09288	0.8609	0.7584
-67.09	159.3	0.1053	0.3841	0.9338
-72.62	143.3	0.04655	0.9755	0.6594
-68.76	143.0	0.09379	0.2566	0.7276
-51.34	137.8	0.05645	0.8269	0.6151
-47.49	137.2	0.1177	0.5138	0.6654
-58.86	116.8	0.192	0.4615	0.3277
-54.87	116.7	0.2199	0.7508	0.4719
-50.84	130.7	0.1052	0.9777	0.3107
-49.37	131.2	0.1209	0.5415	0.5269
-50.76	125.1	0.1686	0.9238	0.1167
-49.69	122.8	0.1321	0.7257	0.3466
64.46	186.6	0.1211	0.6092	0.9762
68.77	192.7	0.1136	0.9908	0.9646
-58.67	117.4	0.2159	0.3576	0.4072
-64.5	118.5	0.234	0.8023	0.6103

# Loss (initial) = 9311.282149317405
# Loss (final) = 171.32405013081137
# Loss (resample) = 6714.04417392839
