# Loss = 94.63460953439962

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
65.403	23.997	1302.3	5.784	57.983	858.16	0.45609	5.3768	68.055	9.0337	0.14256	0.045701	0.8322

# t0	TI	IA	v0	w0
-215.0	542.0	0.0419	0.6419	0.8302
-219.4	542.8	0.04391	0.4805	0.9189
-98.73	485.6	0.04517	0.5304	0.4473
-100.5	485.9	0.05286	0.3507	0.5702
-150.3	439.8	0.06811	0.5084	0.6984
-152.9	440.2	0.07049	0.4865	0.7973
-150.6	356.4	0.04167	0.4446	0.9793
-151.9	357.0	0.05632	0.2348	0.9578
-131.8	335.5	0.04502	0.3634	0.9572
-134.0	337.0	0.05847	0.1485	0.9622
-129.1	319.4	0.04605	0.3304	0.9627
-128.9	319.7	0.06998	0.1355	0.9289
-120.8	311.6	0.04095	0.3297	0.9817
-120.3	312.6	0.06823	0.05989	0.94
206.1	288.6	0.04168	0.5127	0.5043
-81.98	288.3	0.0595	0.0846	0.9473
-102.6	276.3	0.04455	0.3353	0.9553
-103.3	278.5	0.07156	0.135	0.9398
-106.3	275.7	0.04424	0.3502	0.966
-105.7	276.7	0.07013	0.1245	0.9333
-117.1	265.9	0.06986	0.4456	0.9393
-117.5	267.2	0.09046	0.2359	0.907
-92.29	259.4	0.04062	0.4233	0.9618
-90.72	261.3	0.0829	0.02583	0.916
-98.62	251.0	0.04703	0.4169	0.9497
-99.42	253.2	0.08363	0.01273	0.9217
-107.1	239.1	0.09183	0.4024	0.9027
-108.7	239.6	0.1071	0.3439	0.8939
-101.4	233.9	0.07286	0.4408	0.9288
-102.3	234.5	0.09627	0.2082	0.922
-98.09	225.2	0.05449	0.5704	0.9449
-98.34	226.7	0.1069	0.1577	0.9075
-85.34	222.1	0.047	0.4969	0.9487
-85.29	223.3	0.06419	0.2731	0.9572
-85.22	208.2	0.04512	0.6909	0.9245
-87.4	209.3	0.04797	0.7615	0.965
-83.67	205.0	0.04567	0.6727	0.9378
-83.86	206.2	0.05681	0.4853	0.926
-87.93	192.7	0.04432	0.8508	0.9119
-87.38	194.4	0.0845	0.4776	0.9106
-77.15	183.6	0.04728	0.7445	0.9343
-79.59	183.7	0.04732	0.8983	0.964
-77.36	169.9	0.07936	0.3567	0.8147
-78.68	171.3	0.08981	0.2693	0.8537
-58.94	161.1	0.05062	0.6637	0.8756
-58.21	161.4	0.05521	0.5321	0.9353
-71.92	159.4	0.05137	0.7862	0.9003
-72.14	159.8	0.05898	0.7744	0.9367
-74.0	143.8	0.06168	0.6691	0.8104
-73.32	144.2	0.06319	0.472	0.8933
-51.84	138.4	0.0677	0.6827	0.7476
-49.43	137.6	0.06809	0.5985	0.723
-58.62	116.9	0.1043	0.6973	0.5895
-50.47	115.3	0.1338	0.4657	0.5989
-53.96	131.2	0.07171	0.7095	0.6528
-53.92	131.7	0.07113	0.6676	0.7174
-52.5	123.9	0.09694	0.6544	0.6592
-51.72	124.5	0.08481	0.6029	0.6871
67.57	185.9	0.1335	0.01584	0.9987
65.13	193.3	0.2159	0.746	0.9928
-63.66	118.0	0.1345	0.2922	0.6306
-65.07	118.6	0.1985	0.3411	0.8039

# Loss (initial) = 10252.036654936403
# Loss (final) = 94.63460953439962
# Loss (resample) = 4857.965456251355
