# Loss = 143.8077353964957

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
63.071	35.532	1234.1	6.0682	48.348	871.78	0.40546	7.7816	58.205	9.7183	0.13719	0.037793	0.71946

# t0	TI	IA	v0	w0
-212.4	545.7	0.06424	0.6758	0.7148
-214.0	546.4	0.06969	0.5824	0.863
-97.05	488.5	0.05466	0.4448	0.5961
-98.24	488.4	0.07539	0.1965	0.7411
-149.0	441.5	0.08878	0.5539	0.7188
-150.3	441.7	0.09291	0.5934	0.8934
-148.3	357.8	0.05949	0.2505	0.9437
-149.8	358.3	0.08547	0.12	0.9165
-130.1	337.2	0.0603	0.08603	0.9364
-131.0	338.3	0.101	0.1314	0.9239
-127.2	320.3	0.06896	0.1597	0.9227
-127.3	321.2	0.1139	0.0599	0.8823
-117.5	313.1	0.0732	0.04589	0.9139
-119.2	315.3	0.1032	0.4788	0.9805
209.4	290.0	0.06798	0.8297	0.03983
-80.25	290.3	0.09031	0.1908	0.976
-100.6	277.6	0.05324	0.3404	0.9249
-100.2	278.9	0.1159	0.03862	0.9183
-102.7	275.8	0.06462	0.1403	0.9068
-104.8	277.3	0.08591	0.164	0.9618
-115.7	266.6	0.09677	0.3396	0.9009
-115.6	267.7	0.1286	0.2479	0.8987
-90.4	260.5	0.04724	0.1692	0.9171
-88.72	261.4	0.1195	0.02891	0.9117
-98.13	251.7	0.04782	0.2753	0.9398
-96.83	253.0	0.1086	0.236	0.9187
-106.4	239.2	0.1163	0.274	0.8578
-107.5	239.6	0.1289	0.2598	0.8763
-99.22	234.0	0.1026	0.2461	0.8812
-99.67	233.9	0.1287	0.09268	0.8712
-94.96	224.9	0.06596	0.425	0.9233
-96.04	224.9	0.07932	0.3291	0.9659
-82.57	221.8	0.04948	0.6427	0.8941
-83.28	222.2	0.06322	0.3652	0.955
-82.26	209.4	0.07052	0.5134	0.853
-83.23	209.2	0.111	0.06163	0.9322
-80.06	205.4	0.06066	0.5245	0.8609
-78.99	205.3	0.08174	0.7629	0.861
-84.78	193.7	0.1213	0.3628	0.858
-86.06	193.8	0.09427	0.3231	0.906
-73.67	181.4	0.04085	0.8534	0.8662
-76.02	183.8	0.1144	0.2078	0.9332
-77.22	170.7	0.1162	0.2667	0.7694
-78.84	171.9	0.1237	0.2751	0.8339
-56.44	159.1	0.04609	0.6181	0.7936
-53.49	160.4	0.07508	0.7196	0.825
-68.81	158.5	0.05188	0.7526	0.8572
-70.09	159.2	0.05821	0.9028	0.9
-68.75	142.5	0.1043	0.2952	0.7735
-68.8	142.9	0.09751	0.3468	0.7859
-51.4	137.8	0.08189	0.5771	0.7289
-46.89	136.5	0.07991	0.6885	0.6629
-50.35	115.0	0.1612	0.2835	0.4957
-56.32	117.0	0.2062	0.2875	0.7305
-52.39	130.3	0.12	0.7719	0.5144
-49.52	128.5	0.08856	0.7176	0.6163
-50.69	123.4	0.1377	0.9214	0.4483
-51.51	124.9	0.1569	0.6782	0.7113
66.75	185.2	0.06404	0.1031	0.9173
66.58	192.9	0.1229	0.9616	0.9646
-62.69	117.2	0.1514	0.5002	0.4656
-57.99	116.2	0.1959	0.6605	0.6869

# Loss (initial) = 9686.333947302071
# Loss (final) = 143.8077353964957
# Loss (resample) = 5232.617966088925
