-215.3	538.7	0.0	3.436e-9	1.0
-214.0	538.9	0.0	0.1098	1.0
-95.56	483.2	0.02699	0.1031	1.0
-100.1	484.8	0.02264	0.2916	1.986e-9
-152.3	438.5	0.02249	0.4974	1.0
-148.7	436.8	0.0	0.1829	1.0
-148.1	357.5	0.0	0.382	0.9976
-144.2	356.7	1.278e-9	0.1868	1.0
-131.8	339.4	0.0	0.1556	1.0
-128.1	336.9	2.76e-10	0.9178	1.0
-125.0	319.6	0.0	0.6854	1.0
-128.0	323.5	0.25	0.8964	1.0
-119.3	315.3	0.2286	0.7373	1.0
-113.0	314.0	0.0	0.7774	0.3093
211.8	293.8	0.25	0.2351	0.7044
-83.46	292.5	0.0	0.0	1.0
-98.15	276.1	2.949e-9	0.8482	0.7463
-97.65	276.0	0.25	0.769	1.0
-99.09	277.8	0.25	0.02871	1.0
-96.71	278.6	0.1198	0.1885	1.0
-116.9	268.0	1.156e-10	6.273e-9	0.6252
-116.5	267.1	7.851e-10	1.0	1.0
-84.85	257.2	0.08455	1.0	1.0
-88.46	260.0	0.0	0.71	1.0
-93.91	251.9	0.25	0.05472	0.3442
-90.02	254.0	0.0	0.1313	1.0
-106.5	239.6	7.428e-10	0.0	1.0
-103.9	239.3	0.25	1.0	1.0
-100.5	233.9	0.0	1.0	1.0
-94.78	233.1	3.091e-9	0.5959	0.4423
-96.6	225.6	1.446e-9	0.8471	1.0
-89.73	224.4	0.0	0.558	0.5274
-79.79	221.7	0.25	0.8338	0.5014
-75.84	221.6	0.25	0.7756	1.0
-80.03	210.7	0.1042	0.9795	1.0
-85.9	209.5	3.108e-12	0.499	1.0
-76.67	204.4	0.0	0.1185	0.3687
-71.97	204.6	1.535e-9	0.0	1.0
-88.24	195.5	8.859e-10	1.0	1.0
-82.16	194.7	0.25	0.1061	1.0
-73.1	183.8	0.03336	1.0	1.0
-77.66	184.0	1.107e-9	1.0	0.3578
-76.25	173.4	0.0	2.517e-9	1.0
-79.69	170.3	4.19e-10	1.0	1.0
-55.42	160.8	0.0	0.1626	1.0
-59.17	162.7	1.228e-9	0.67	0.7867
-75.09	161.8	7.75e-10	0.9374	1.0
-72.34	160.5	1.163e-9	0.7119	1.0
-72.69	143.5	0.0	0.3633	1.0
-74.41	148.2	0.0	0.0	1.0
-51.48	140.6	0.09422	0.1401	0.8374
-51.86	138.2	5.619e-11	3.937e-9	1.0
-53.22	114.5	0.2365	1.122e-8	1.0
-49.91	117.6	0.25	1.0	1.0
-52.66	130.4	0.0	3.21e-9	0.4411
-49.99	129.0	0.1128	0.0	0.569
-50.17	121.7	0.07176	0.0	0.8342
-41.47	125.6	0.25	6.177e-9	0.9572
60.51	188.6	2.674e-9	0.3094	1.0
68.97	187.6	0.25	0.7374	0.8697
-61.51	118.8	0.25	1.0	1.0
-60.86	117.2	0.25	4.058e-9	1.0
