# Loss = 426.2717050222915

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
58.693	5.583	1245.4	5.7783	90.99	856.0	0.16981	10.62	59.847	9.7784	0.13164	0.0426	0.80789

# t0	TI	IA	v0	w0
-211.3	545.7	0.04134	0.3716	0.9216
-214.5	546.6	0.06062	0.2118	0.9053
-95.65	487.1	0.04892	0.6028	0.8266
-98.33	489.2	0.07154	0.7214	0.8816
-148.6	439.9	0.06972	0.4059	0.8996
-150.0	439.0	0.1096	0.4245	0.8749
-145.3	357.4	0.06972	0.09355	0.8921
-146.9	358.8	0.1584	0.1123	0.9308
-130.0	338.0	0.0677	0.5276	0.9485
-130.7	338.0	0.2026	0.03813	0.9357
-124.5	321.3	0.1041	0.1965	0.9093
-124.2	320.5	0.1975	0.07553	0.9458
-115.9	314.0	0.09057	0.08684	0.9426
-117.3	315.2	0.2129	0.3114	0.8927
208.1	291.0	0.08894	0.2112	0.2594
-77.32	290.0	0.172	0.5504	0.8881
-97.85	278.7	0.1173	0.627	0.8908
-98.96	278.8	0.1878	0.712	0.8785
-100.6	277.2	0.07675	0.8122	0.8984
-102.2	278.8	0.1381	0.4363	0.9031
-115.0	267.1	0.08651	0.2263	0.92
-113.4	267.5	0.1957	0.0879	0.9314
-87.46	261.7	0.09918	0.6331	0.9125
-86.53	262.3	0.1056	0.5061	0.9276
-95.02	253.2	0.1061	0.6811	0.9093
-95.27	251.9	0.0533	0.8848	0.2664
-104.7	238.9	0.1539	0.2778	0.8618
-105.1	239.6	0.1616	0.2282	0.8446
-97.23	233.8	0.08618	0.9273	0.8908
-97.39	233.9	0.1903	0.1027	0.9483
-93.91	225.2	0.1336	0.6505	0.8947
-94.46	225.9	0.1436	0.6559	0.9317
-79.44	222.4	0.09064	0.6418	0.8847
-80.23	222.5	0.176	0.7687	0.899
-79.98	208.4	0.1355	0.9274	0.8668
-81.1	209.9	0.1419	0.8253	0.8923
-77.8	204.7	0.1808	0.8111	0.8772
-78.47	206.0	0.1159	0.7816	0.8653
-84.01	194.5	0.1207	0.2185	0.8627
-84.06	194.6	0.1434	0.645	0.8764
-71.41	184.4	0.2211	0.05345	0.8833
-73.32	183.6	0.07284	0.8748	0.8711
-79.16	172.4	0.116	0.1305	0.7507
-77.06	172.4	0.1325	0.2427	0.7736
-53.88	161.3	0.1013	0.9009	0.7474
-53.46	161.3	0.126	0.954	0.8655
-68.51	159.8	0.109	0.8333	0.825
-68.11	159.6	0.06269	0.8956	0.7176
-76.37	145.7	0.2221	0.8726	0.8254
-70.97	144.4	0.1696	0.9306	0.7963
-45.65	137.5	0.07369	0.8696	0.1067
-50.54	138.3	0.0553	0.1534	0.7634
-48.69	115.5	0.2325	0.234	0.3304
-57.67	116.9	0.2168	0.2648	0.7984
-49.34	130.3	0.09478	0.5853	0.4847
-49.6	130.6	0.08076	0.9785	0.5676
-49.96	123.3	0.06738	0.2587	0.6907
-51.8	124.1	0.05846	0.8317	0.7547
66.51	187.7	0.1217	0.7805	0.9329
67.33	187.3	0.103	0.3439	0.8714
-63.1	118.2	0.09411	0.4242	0.2836
-65.39	118.3	0.1063	0.8556	0.3311

# Loss (initial) = 29169.694131208034
# Loss (final) = 426.2717050222915
# Loss (resample) = 20131.690840734038
