# Loss = 238.27210822627012

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
66.572	22.268	1262.7	8.7855	127.15	860.74	0.4444	5.6911	74.873	9.3097	0.14619	0.044073	0.86977

# t0	TI	IA	v0	w0
-214.5	541.1	0.03655	0.311	0.9345
-214.5	542.2	0.05608	0.167	0.9308
-97.85	484.2	0.0423	0.09224	0.9003
-99.87	487.2	0.06472	0.2001	0.9225
-150.9	437.8	0.04664	0.1614	0.9455
-149.6	438.3	0.0882	0.116	0.9306
-146.6	356.6	0.06861	0.1138	0.8832
-147.7	358.3	0.1153	0.4448	0.9328
-129.6	336.5	0.05907	0.3952	0.9157
-128.9	337.8	0.1455	0.4079	0.9294
-127.0	319.5	0.05105	0.8389	0.9066
-126.0	320.8	0.1191	0.2505	0.933
-119.9	313.9	0.05196	0.7832	0.9159
-117.6	314.0	0.1044	0.8554	0.9478
205.9	289.9	0.0434	0.7852	0.01966
-79.31	289.3	0.08512	0.8615	0.9155
-100.8	277.8	0.05275	0.4381	0.8842
-100.7	278.6	0.08113	0.7166	0.9296
-103.2	276.3	0.05402	0.6789	0.8707
-105.4	277.3	0.06068	0.8202	0.9203
-114.5	266.2	0.07062	0.9626	0.8829
-114.1	265.9	0.05302	0.9625	0.3103
-90.2	261.1	0.04788	0.8353	0.8489
-89.72	261.6	0.07006	0.6759	0.9193
-95.47	251.9	0.06157	0.833	0.8394
-95.55	252.6	0.09726	0.912	0.9129
-105.4	238.5	0.07529	0.9344	0.8613
-106.6	239.0	0.1066	0.1945	0.8925
-99.38	233.1	0.061	0.8999	0.8538
-99.37	233.3	0.07944	0.864	0.9099
-95.93	225.0	0.06028	0.7677	0.8417
-95.69	224.7	0.07198	0.9137	0.8997
-80.75	221.8	0.07529	0.6611	0.8276
-81.56	221.9	0.07153	0.7161	0.8842
-81.6	208.9	0.07198	0.9138	0.7827
-84.88	209.9	0.0677	0.3734	0.9074
-80.72	205.5	0.05449	0.9374	0.774
-80.38	205.8	0.08217	0.5057	0.8333
-85.7	194.1	0.0748	0.9617	0.7657
-86.68	194.0	0.06706	0.3829	0.8557
-73.32	183.8	0.06373	0.9403	0.7356
-77.67	184.4	0.0645	0.9054	0.8725
-82.74	171.8	0.04707	0.9074	0.7841
-81.34	172.6	0.113	0.9048	0.8975
-56.48	160.8	0.05186	0.7732	0.6095
-55.68	161.0	0.06347	0.7757	0.8106
-69.51	159.1	0.05995	0.9836	0.6528
-71.45	159.4	0.05486	0.9747	0.8597
-72.7	143.9	0.05901	0.8846	0.5578
-72.82	144.0	0.05407	0.3997	0.7195
-52.02	137.8	0.05457	0.8152	0.4826
-49.53	137.8	0.0622	0.4331	0.5217
-52.32	115.6	0.1694	0.5356	0.2055
-56.55	116.5	0.1188	0.4824	0.4497
-52.72	130.3	0.0586	0.6935	0.2026
-50.86	130.3	0.06577	0.5613	0.5589
-52.96	123.6	0.07269	0.5302	0.3552
-49.79	124.3	0.212	0.8627	0.4536
63.85	187.2	0.05857	0.9309	0.9192
68.08	186.2	0.06763	0.5856	0.9123
-58.37	117.4	0.1194	0.4173	0.3854
-63.1	117.9	0.1597	0.5147	0.4461

# Loss (initial) = 27304.281862588963
# Loss (final) = 238.27210822627012
# Loss (resample) = 13471.605087824608
