# Loss = 285.65821187317505

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
115.85	19.087	1249.0	7.393	17.908	865.21	0.37701	25.407	81.362	9.6112	0.13296	0.026713	0.63088

# t0	TI	IA	v0	w0
-213.3	545.9	0.06156	0.5392	0.6034
-214.3	546.7	0.09608	0.5831	0.795
-96.87	489.3	0.07228	0.314	0.7425
-98.41	490.5	0.1218	0.04637	0.7642
-149.7	440.0	0.07134	0.1962	0.7389
-149.6	441.0	0.1362	0.1368	0.8702
-147.6	358.2	0.06449	0.187	0.8915
-148.1	358.9	0.1397	0.4164	0.8473
-130.6	338.5	0.04337	0.199	0.9267
-131.0	339.7	0.1433	0.1133	0.8809
-126.9	320.8	0.06101	0.3233	0.9073
-126.8	320.9	0.119	0.1485	0.8646
-118.8	314.0	0.04809	0.3939	0.8677
-118.4	314.9	0.1142	0.1143	0.8968
208.6	290.4	0.05369	0.1891	0.6904
-81.04	290.0	0.06307	0.8393	0.8629
-100.7	278.6	0.05502	0.4269	0.709
-101.3	279.4	0.08364	0.1478	0.9199
-104.1	276.9	0.0425	0.1465	0.6754
-104.3	277.8	0.07355	0.05983	0.874
-116.6	266.9	0.05223	0.4458	0.9179
-116.1	267.3	0.09686	0.02698	0.918
-89.93	261.7	0.04875	0.233	0.4987
-89.55	262.1	0.09152	0.09691	0.873
-98.35	252.5	0.04061	0.2064	0.7471
-97.05	252.9	0.07629	0.7773	0.8608
-107.7	238.0	0.03714	0.4915	0.9213
-107.5	239.0	0.09773	0.2767	0.9011
-100.8	233.2	0.04424	0.4917	0.8929
-100.0	233.3	0.06506	0.4321	0.8709
-96.53	224.6	0.04267	0.4788	0.8387
-96.75	225.1	0.06814	0.3996	0.9283
-83.04	221.8	0.04787	0.3605	0.6694
-83.25	222.0	0.05593	0.4323	0.8711
-83.57	208.9	0.06651	0.4389	0.7158
-85.35	208.2	0.09564	0.5383	0.7752
-80.12	204.9	0.08138	0.4552	0.6971
-81.4	205.5	0.102	0.4401	0.6758
-86.46	194.0	0.1284	0.2468	0.7855
-87.49	194.6	0.1328	0.2466	0.7799
-73.07	184.0	0.1364	0.4131	0.5275
-74.77	184.4	0.1386	0.7557	0.7907
-79.71	172.8	0.1383	0.1569	0.642
-81.93	172.9	0.1468	0.6982	0.8588
-55.42	161.6	0.1519	0.2173	0.2738
-55.65	161.1	0.1563	0.5004	0.5459
-68.47	159.2	0.154	0.3966	0.4801
-68.61	160.0	0.1566	0.6111	0.7603
-70.68	144.1	0.1764	0.6583	0.5106
-70.92	144.7	0.1784	0.3601	0.5123
-49.94	138.0	0.1785	0.241	0.09667
-48.09	138.2	0.182	0.1491	0.07003
-56.86	116.3	0.2059	0.4142	0.3931
-52.89	115.5	0.1616	0.3325	0.4644
-50.13	130.3	0.1835	0.4064	0.2252
-49.99	130.8	0.1862	0.1478	0.1594
-52.65	124.1	0.1974	0.1202	0.1761
-50.87	124.5	0.1911	0.1488	0.1972
66.09	187.3	0.1517	0.2441	0.8374
64.85	187.2	0.161	0.2087	0.5178
-60.43	117.8	0.2076	0.333	0.1982
-63.28	118.1	0.2058	0.2617	0.4174

# Loss (initial) = 25423.69907979568
# Loss (final) = 285.65821187317505
# Loss (resample) = 17044.308332444314
