# Loss = 414.82344166321315

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
106.5	7.6707	1247.9	4.9002	22.644	870.47	0.34673	14.338	76.673	9.8255	0.1371	0.040033	0.68269

# t0	TI	IA	v0	w0
-213.7	543.1	0.05961	0.7583	0.3145
-214.5	545.2	0.06267	0.7566	0.4943
-99.96	488.6	0.05645	0.5308	0.1584
-98.14	487.8	0.07796	0.6522	0.2514
-149.6	439.0	0.06274	0.6269	0.7545
-151.5	440.0	0.0853	0.38	0.8766
-146.4	357.8	0.09115	0.06409	0.8723
-149.2	359.0	0.1185	0.4799	0.9532
-129.2	337.9	0.09027	0.3695	0.9152
-131.2	339.6	0.1362	0.0643	0.8809
-125.1	320.6	0.0936	0.2286	0.8587
-126.7	321.5	0.1434	0.3506	0.9816
-117.4	314.9	0.08306	0.1801	0.9038
-117.8	314.9	0.1492	0.1813	0.8665
209.7	289.6	0.06877	0.2078	0.5919
-78.84	289.8	0.1486	0.367	0.8557
-99.03	278.8	0.1038	0.1463	0.94
-99.53	279.4	0.1728	0.1191	0.9025
-101.7	278.4	0.08412	0.1022	0.861
-103.9	278.2	0.1582	0.1935	0.9675
-114.9	267.8	0.102	0.2674	0.787
-114.5	267.6	0.1577	0.1664	0.9434
-87.14	261.9	0.09511	0.2085	0.8943
-87.24	261.9	0.1674	0.1745	0.8762
-95.37	253.0	0.09008	0.3376	0.8758
-95.58	253.5	0.169	0.2073	0.9118
-105.6	238.5	0.08948	0.3786	0.9033
-105.0	238.9	0.1311	0.2926	0.8015
-98.04	233.8	0.09716	0.1057	0.8801
-97.52	233.7	0.1354	0.4301	0.8825
-93.83	225.3	0.08527	0.1222	0.85
-93.24	225.3	0.1436	0.5601	0.8581
-79.99	222.2	0.08495	0.2001	0.8459
-80.79	222.7	0.1236	0.4328	0.9267
-81.73	209.6	0.08737	0.2553	0.836
-82.66	210.0	0.1125	0.2999	0.9751
-77.89	205.3	0.07301	0.8114	0.7833
-79.36	206.1	0.0991	0.6342	0.871
-86.66	194.8	0.09188	0.6249	0.8825
-84.5	194.0	0.1094	0.2503	0.8123
-72.36	183.9	0.1031	0.9106	0.8372
-74.18	184.0	0.1083	0.8925	0.8901
-79.37	172.1	0.09818	0.2775	0.7258
-80.48	172.2	0.1035	0.2288	0.8368
-55.95	161.2	0.06963	0.1194	0.5847
-53.22	160.7	0.0717	0.2933	0.856
-66.97	159.0	0.09799	0.6718	0.7068
-67.84	159.2	0.09637	0.7295	0.7479
-71.31	144.3	0.188	0.7982	0.6973
-70.14	144.4	0.1818	0.6293	0.7437
-51.2	138.6	0.1944	0.5733	0.3544
-46.06	137.9	0.1937	0.4846	0.2323
-55.06	116.3	0.1876	0.3537	0.8484
-53.8	116.5	0.1905	0.4901	0.3474
-49.21	130.3	0.1991	0.7329	0.4632
-49.62	130.7	0.2078	0.5805	0.5022
-51.38	124.1	0.2065	0.2372	0.4094
-52.95	124.8	0.1965	0.3186	0.4477
66.58	187.4	0.1349	0.3042	0.9671
67.34	187.0	0.1073	0.8056	0.9484
-61.17	118.0	0.2204	0.2941	0.3079
-61.31	117.8	0.1956	0.4657	0.4667

# Loss (initial) = 27360.478601091767
# Loss (final) = 414.82344166321315
# Loss (resample) = 18640.302714208447
