# Loss = 257.9426231703948

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
55.088	49.343	1261.5	7.5783	17.42	872.49	0.17741	71.956	49.022	10.305	0.13887	0.033105	0.61936

# t0	TI	IA	v0	w0
-210.8	544.9	0.08963	0.5503	0.8067
-213.5	546.9	0.1524	0.6215	0.8971
-96.04	488.5	0.1266	0.5794	0.677
-96.67	491.1	0.1873	0.3777	0.841
-148.4	441.5	0.1004	0.4643	0.9363
-150.4	441.5	0.1958	0.2044	0.9079
-146.1	358.5	0.1016	0.4534	0.9248
-147.9	359.6	0.1331	0.1662	0.9394
-129.3	338.5	0.08255	0.8149	0.8688
-130.6	339.4	0.1067	0.7807	0.9377
-126.0	320.9	0.08779	0.9864	0.8666
-125.7	321.1	0.1412	0.05666	0.9308
-116.4	314.3	0.0743	0.7181	0.7577
-117.5	314.6	0.1124	0.0771	0.9342
209.9	290.5	0.09232	0.7047	0.05791
-79.64	289.6	0.08778	0.8852	0.9323
-98.32	277.5	0.06459	0.996	0.5273
-99.84	278.7	0.1194	0.6024	0.894
-102.2	276.6	0.07508	0.635	0.6458
-103.4	277.1	0.1036	0.9008	0.8903
-114.4	265.8	0.06488	0.3161	0.9269
-113.5	265.9	0.08187	0.8252	0.9132
-88.61	260.7	0.05106	0.4791	0.5426
-88.02	261.1	0.08788	0.7811	0.8595
-95.64	251.7	0.0589	0.5417	0.6984
-96.11	252.2	0.08606	0.7448	0.8708
-104.5	237.7	0.07735	0.779	0.863
-104.8	237.9	0.09285	0.9242	0.9226
-98.86	233.1	0.08129	0.7149	0.8301
-98.3	232.7	0.09648	0.8524	0.8665
-95.02	224.4	0.0909	0.7386	0.7935
-96.48	225.1	0.1018	0.856	0.9054
-81.94	221.9	0.09474	0.6802	0.6551
-81.36	221.5	0.0995	0.894	0.6572
-81.05	208.4	0.09898	0.6017	0.6318
-81.77	208.5	0.1087	0.6591	0.8419
-79.51	205.8	0.1003	0.6833	0.5865
-81.34	205.9	0.1093	0.6277	0.6731
-84.61	193.7	0.107	0.6686	0.7527
-87.56	194.3	0.1176	0.7998	0.7421
-73.05	183.7	0.1162	0.2368	0.7496
-74.12	182.9	0.1251	0.8709	0.8286
-81.34	171.7	0.1285	0.9089	0.8426
-82.86	172.1	0.1328	0.9394	0.9234
-55.39	161.0	0.1328	0.6002	0.4198
-53.04	161.0	0.14	0.7327	0.5998
-69.72	159.6	0.1358	0.7279	0.7436
-68.31	159.1	0.1425	0.8633	0.8086
-74.18	144.2	0.1525	0.8262	0.6698
-71.04	144.3	0.1548	0.226	0.7616
-46.8	137.3	0.1591	0.3612	0.3409
-47.67	137.7	0.1607	0.2819	0.2796
-56.13	115.6	0.1804	0.6959	0.2908
-54.75	116.2	0.1889	0.5821	0.5027
-53.07	131.2	0.1668	0.6658	0.3348
-50.69	130.7	0.1668	0.3354	0.4338
-47.56	125.1	0.1689	0.1447	0.6056
-52.37	124.8	0.1669	0.266	0.4381
64.56	187.1	0.1348	0.5912	0.9352
66.65	186.7	0.1433	0.7953	0.6527
-64.6	118.1	0.1895	0.2311	0.2909
-61.68	118.1	0.1891	0.6738	0.4997

# Loss (initial) = 28551.20579853341
# Loss (final) = 257.9426231703948
# Loss (resample) = 20415.95693973164
