# Loss = 202.27429269307046

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
66.8	69.131	1257.1	7.6808	108.93	880.96	0.38241	9.4695	60.374	9.7329	0.13217	0.047346	0.6628

# t0	TI	IA	v0	w0
-214.2	543.6	0.049	0.3227	0.8947
-215.8	544.8	0.07981	0.3756	0.9239
-97.64	487.2	0.05486	0.07497	0.8782
-98.56	489.1	0.09114	0.1043	0.912
-148.9	438.4	0.05861	0.4417	0.952
-150.3	439.7	0.1068	0.4454	0.9629
-147.8	356.4	0.04406	0.8561	0.9401
-147.9	357.2	0.1127	0.5021	0.9579
-129.5	336.3	0.06018	0.8053	0.919
-130.9	339.0	0.1219	0.7811	0.9802
-126.2	320.7	0.06521	0.6199	0.9071
-127.6	320.8	0.09919	0.7406	0.9765
-118.0	313.6	0.05292	0.9761	0.8873
-118.3	314.7	0.103	0.6694	0.9606
208.4	290.0	0.06596	0.2032	0.07557
-82.3	290.1	0.07341	0.6578	0.9331
-101.4	279.0	0.0653	0.8137	0.8805
-101.8	279.1	0.08014	0.6747	0.9457
-103.5	277.0	0.0578	0.9442	0.8518
-105.5	277.7	0.06216	0.7274	0.922
-115.3	266.1	0.081	0.7404	0.8854
-116.3	267.4	0.09666	0.8447	0.9424
-90.12	261.5	0.06466	0.7737	0.8659
-88.29	261.0	0.07759	0.7973	0.922
-97.15	252.7	0.05687	0.7497	0.8269
-96.45	252.3	0.07948	0.7922	0.9166
-107.6	238.6	0.05188	0.5175	0.8705
-107.5	238.4	0.06396	0.7588	0.9105
-100.8	234.3	0.08852	0.2156	0.8717
-100.6	233.3	0.06789	0.9284	0.9054
-95.68	224.8	0.0561	0.7177	0.823
-96.19	225.0	0.08624	0.9571	0.8882
-81.25	221.7	0.05556	0.9637	0.7756
-81.4	222.1	0.07324	0.928	0.8558
-83.83	209.0	0.05659	0.9128	0.7967
-83.67	209.8	0.08619	0.8264	0.8802
-81.42	205.8	0.06235	0.938	0.7958
-80.38	205.3	0.05954	0.6106	0.8154
-86.88	193.7	0.05209	0.7648	0.7891
-88.47	194.3	0.06337	0.2979	0.8751
-74.73	183.8	0.05601	0.9483	0.7769
-77.25	184.2	0.07165	0.846	0.8787
-84.19	172.1	0.04669	0.8954	0.8161
-84.58	172.5	0.05239	0.818	0.9018
-57.18	160.8	0.04953	0.7289	0.6934
-57.24	161.0	0.05677	0.6822	0.763
-70.93	158.8	0.05337	0.6019	0.7245
-71.14	159.5	0.06595	0.6055	0.8357
-73.25	144.3	0.0815	0.7052	0.6273
-69.75	143.8	0.0875	0.2249	0.6459
-48.85	137.8	0.104	0.5912	0.5712
-48.49	137.8	0.09617	0.3605	0.5425
-55.65	116.1	0.2039	0.5593	0.4947
-52.92	116.3	0.2015	0.6585	0.4656
-50.99	130.5	0.1096	0.3187	0.3596
-48.1	130.2	0.1218	0.4947	0.4565
-53.55	124.3	0.1686	0.8082	0.4661
-50.24	123.9	0.1761	0.7199	0.5266
66.12	187.2	0.08656	0.4899	0.9127
67.72	186.8	0.1271	0.9801	0.9803
-59.23	118.1	0.1803	0.2994	0.378
-62.33	117.9	0.2006	0.537	0.5044

# Loss (initial) = 25441.57716194905
# Loss (final) = 202.27429269307046
# Loss (resample) = 14153.009015926873
