# Loss = 297.51407389942113

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
66.911	16.206	1186.0	6.4342	68.817	852.26	0.31369	12.824	59.629	9.3035	0.11517	0.044807	0.69083

# t0	TI	IA	v0	w0
-212.3	544.5	0.05019	0.4775	0.9375
-213.5	545.5	0.07011	0.5267	0.9376
-96.89	488.0	0.06143	0.5793	0.7906
-97.8	489.4	0.08241	0.4495	0.8842
-148.1	438.8	0.06879	0.2589	0.9242
-149.5	439.8	0.1068	0.4461	0.9779
-146.5	358.1	0.07222	0.3567	0.9772
-146.8	358.4	0.1419	0.5285	0.9586
-127.8	337.7	0.07241	0.2226	0.9438
-129.9	338.8	0.1489	0.257	0.9726
-125.2	320.5	0.07147	0.436	0.9539
-124.7	320.5	0.1592	0.169	0.9532
-118.0	314.5	0.08081	0.6601	0.9602
-116.5	314.6	0.1518	0.04018	0.9441
209.7	290.4	0.07343	0.6714	0.6385
-77.56	289.7	0.1185	0.3841	0.9465
-98.8	278.5	0.08542	0.4131	0.9244
-98.56	279.0	0.1557	0.06512	0.9402
-101.4	276.6	0.05903	0.3118	0.9234
-102.4	277.6	0.1178	0.09425	0.9716
-115.2	267.1	0.07532	0.2619	0.9337
-113.7	267.0	0.1191	0.1933	0.9606
-88.79	262.2	0.07158	0.25	0.9173
-88.91	262.8	0.1337	0.05271	0.9607
-95.23	252.3	0.07165	0.4632	0.9
-95.88	253.3	0.1181	0.3088	0.9561
-105.3	239.0	0.09963	0.2369	0.8965
-105.5	238.8	0.1266	0.1406	0.8739
-98.38	233.4	0.07638	0.3576	0.9186
-100.3	233.8	0.07044	0.1858	0.9554
-94.46	225.2	0.0757	0.1215	0.8982
-96.74	225.6	0.0703	0.2201	0.9479
-81.39	222.4	0.06142	0.7316	0.8772
-81.67	222.4	0.09476	0.8182	0.9342
-82.65	209.2	0.05116	0.6245	0.8676
-85.04	210.1	0.07564	0.7579	0.9562
-80.36	206.2	0.08107	0.6958	0.8694
-80.17	205.8	0.06357	0.7004	0.8543
-85.44	194.1	0.08359	0.3867	0.8882
-86.38	194.4	0.08643	0.7045	0.8754
-73.29	184.2	0.08076	0.4617	0.8235
-75.61	184.3	0.09006	0.7726	0.9176
-77.36	171.8	0.1061	0.2107	0.7634
-80.34	172.6	0.1203	0.2779	0.8843
-55.43	161.1	0.05601	0.8226	0.7484
-55.07	161.0	0.06239	0.7681	0.9315
-67.88	159.1	0.07529	0.5704	0.808
-69.26	159.3	0.06043	0.6417	0.9376
-73.56	144.8	0.1011	0.7928	0.7555
-69.98	144.2	0.1068	0.1592	0.8132
-50.39	138.2	0.09461	0.7554	0.7883
-46.77	137.9	0.1083	0.3015	0.613
-58.23	116.6	0.2258	0.3897	0.6139
-51.84	116.3	0.2375	0.4366	0.631
-49.83	130.6	0.1118	0.4767	0.535
-50.25	130.9	0.1279	0.3582	0.6192
-51.41	123.2	0.1431	0.7441	0.3226
-49.56	124.1	0.1764	0.5661	0.5805
67.24	187.0	0.0835	0.9599	0.9525
68.29	186.2	0.05272	0.8923	0.9628
-62.39	118.4	0.2163	0.4065	0.2773
-60.92	117.8	0.2147	0.5688	0.4549

# Loss (initial) = 29975.62009456656
# Loss (final) = 297.51407389942113
# Loss (resample) = 18273.850568991198
