# Loss = 263.95885107894435

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
128.7	8.9232	1244.6	6.3154	68.633	861.86	0.134	34.956	96.336	10.205	0.14234	0.022188	0.74611

# t0	TI	IA	v0	w0
-212.8	545.0	0.06234	0.5661	0.8726
-214.0	545.9	0.09265	0.3899	0.8986
-97.13	488.9	0.07304	0.5558	0.9245
-98.35	488.9	0.14	0.08291	0.8455
-149.9	440.7	0.07624	0.3343	0.8907
-149.7	441.8	0.1666	0.4555	0.9487
-148.4	358.6	0.08725	0.6599	0.9521
-147.8	360.4	0.136	0.2981	0.8698
-129.5	338.7	0.07964	0.3283	0.9256
-130.8	340.0	0.1701	0.2198	0.9416
-126.4	320.6	0.08409	0.6716	0.9055
-126.6	320.5	0.1449	0.2788	0.9689
-117.6	314.7	0.09034	0.2602	0.8979
-117.7	314.6	0.1655	0.1105	0.8613
207.8	292.3	0.08538	0.6758	0.1446
-79.14	289.8	0.09844	0.1277	0.9212
-100.3	279.1	0.09102	0.7656	0.8049
-100.2	279.1	0.101	0.6484	0.9674
-102.1	276.5	0.07104	0.4409	0.7422
-104.1	278.3	0.09164	0.7571	0.9241
-116.0	266.7	0.06716	0.1377	0.8688
-115.1	266.5	0.08338	0.4776	0.9515
-88.93	262.1	0.07306	0.7331	0.6871
-88.83	262.3	0.09566	0.3854	0.9418
-95.96	252.5	0.06074	0.7725	0.6737
-96.51	252.9	0.07881	0.6584	0.9006
-107.2	238.5	0.05903	0.8011	0.7924
-106.4	238.5	0.09188	0.1108	0.8622
-99.48	233.3	0.06829	0.158	0.8456
-99.35	233.2	0.07293	0.6946	0.8336
-94.74	224.6	0.06053	0.7695	0.6499
-94.9	224.9	0.09006	0.7059	0.8328
-80.29	221.6	0.0685	0.6111	0.5751
-81.53	221.9	0.0912	0.5921	0.7429
-81.63	208.9	0.09003	0.5824	0.4992
-83.12	209.6	0.1098	0.5724	0.8151
-77.24	204.7	0.1015	0.5986	0.5027
-80.03	205.5	0.1129	0.4898	0.5398
-83.41	193.5	0.1122	0.4672	0.5173
-85.51	194.1	0.1259	0.4587	0.5848
-74.42	184.4	0.1296	0.5621	0.5236
-74.47	183.8	0.1321	0.6801	0.7759
-79.74	172.2	0.135	0.6192	0.6368
-80.32	172.2	0.14	0.2388	0.8494
-55.87	161.5	0.1474	0.1652	0.4599
-55.18	161.4	0.1499	0.6358	0.6349
-68.95	159.5	0.1497	0.2451	0.5656
-67.19	159.1	0.1556	0.4083	0.7323
-72.31	144.7	0.1704	0.2826	0.4153
-72.14	144.8	0.173	0.2136	0.4741
-50.45	138.5	0.1796	0.2998	0.2454
-47.99	138.4	0.1771	0.07953	0.3151
-55.58	116.3	0.2113	0.1921	0.3042
-53.6	116.4	0.2139	0.1721	0.1472
-51.41	131.1	0.184	0.1661	0.3769
-50.65	131.2	0.1877	0.172	0.1788
-51.88	124.3	0.1984	0.1065	0.1054
-50.22	124.4	0.1894	0.07158	0.2401
65.45	187.1	0.1377	0.5423	0.7754
67.09	186.6	0.1491	0.5838	0.8898
-62.75	118.4	0.2148	0.1151	0.1009
-62.76	118.2	0.2108	0.191	0.2226

# Loss (initial) = 29882.399896999916
# Loss (final) = 263.95885107894435
# Loss (resample) = 20925.423214895207
