# Loss = 404.4195575129754

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
41.961	21.818	1241.7	6.7991	62.692	867.79	0.32541	9.5962	38.907	9.5381	0.13215	0.043853	0.54745

# t0	TI	IA	v0	w0
-214.2	545.0	0.1039	0.2567	0.8134
-216.5	546.1	0.1151	0.136	0.8897
-97.75	489.4	0.08759	0.08397	0.7656
-99.58	489.9	0.1194	0.09325	0.7592
-149.8	441.1	0.08326	0.3026	0.8956
-152.0	441.9	0.161	0.3618	0.9115
-147.7	359.2	0.0837	0.2043	0.9456
-149.1	361.0	0.2007	0.07313	0.8042
-130.0	338.9	0.07983	0.5331	0.7828
-131.4	340.8	0.1904	0.1931	0.8579
-126.1	320.7	0.08046	0.1682	0.916
-126.7	321.5	0.1829	0.1848	0.904
-117.9	314.3	0.05536	0.6087	0.7449
-119.0	315.5	0.1675	0.0413	0.9205
208.2	290.9	0.07129	0.2613	0.267
-80.41	289.6	0.05453	0.4636	0.7351
-100.8	279.0	0.07778	0.4962	0.9305
-102.2	278.6	0.06459	0.05635	0.9811
-103.4	276.6	0.06276	0.5362	0.843
-104.1	277.3	0.08502	0.4755	0.9512
-115.8	267.6	0.1149	0.06925	0.9101
-116.3	267.4	0.09438	0.1636	0.9757
-90.43	261.3	0.06357	0.1557	0.9237
-89.11	261.8	0.08308	0.7168	0.8994
-96.97	253.3	0.07617	0.6175	0.9153
-98.01	253.5	0.07756	0.3312	0.8978
-105.8	238.4	0.0523	0.8884	0.8797
-106.8	239.5	0.1936	0.09501	0.7596
-98.78	233.8	0.07534	0.9384	0.774
-99.56	233.3	0.06426	0.9217	0.8814
-95.45	225.2	0.06641	0.4295	0.9235
-96.29	225.7	0.08851	0.7856	0.9486
-81.69	222.6	0.07022	0.8752	0.8921
-81.17	222.0	0.07089	0.7189	0.7914
-82.97	209.3	0.06454	0.7243	0.8447
-84.21	210.0	0.09218	0.8983	0.8954
-78.66	205.6	0.08782	0.8276	0.8712
-80.35	205.7	0.06313	0.7384	0.8296
-84.73	193.9	0.07833	0.7447	0.8655
-85.26	194.2	0.12	0.6101	0.7751
-71.76	183.8	0.08444	0.6361	0.8574
-76.27	184.4	0.07837	0.3737	0.885
-79.26	171.7	0.103	0.2038	0.9015
-82.01	172.3	0.08449	0.7968	0.8271
-54.44	161.3	0.1077	0.8762	0.7592
-54.08	160.9	0.08823	0.6879	0.7675
-67.0	159.1	0.1099	0.7892	0.781
-69.22	159.1	0.05995	0.9774	0.8783
-71.64	144.0	0.06965	0.9817	0.8131
-69.02	143.7	0.06868	0.7461	0.7453
-50.17	137.9	0.06448	0.9839	0.7263
-46.77	137.6	0.07906	0.5975	0.6961
-51.75	115.7	0.1835	0.3729	0.8151
-56.89	116.3	0.1808	0.8463	0.2353
-50.23	130.4	0.07651	0.2195	0.723
-48.95	130.4	0.09363	0.8145	0.718
-52.11	122.8	0.09041	0.6394	0.6745
-50.13	123.6	0.08572	0.8991	0.4803
64.21	187.8	0.07784	0.03425	0.9702
65.03	187.2	0.0547	0.8273	0.9175
-63.35	118.5	0.1991	0.7083	0.3227
-60.73	117.5	0.1509	0.6567	0.6744

# Loss (initial) = 25852.700934868393
# Loss (final) = 404.4195575129754
# Loss (resample) = 15769.225039653562
