# Loss = 221.38453219483742

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
134.14	30.408	1268.3	8.9098	49.034	838.53	0.45811	16.359	92.991	10.309	0.14513	0.019006	0.69488

# t0	TI	IA	v0	w0
-213.6	545.0	0.05605	0.3749	0.9356
-213.7	546.3	0.1076	0.6366	0.9606
-96.44	488.2	0.06638	0.6947	0.8827
-97.07	489.6	0.1358	0.1996	0.9193
-150.1	439.4	0.06111	0.04322	0.9456
-148.8	439.5	0.1195	0.04329	0.9862
-149.5	357.3	0.03566	0.6695	0.9845
-149.6	359.2	0.08908	0.06415	0.9164
-132.4	337.2	0.03511	0.4942	0.9668
-131.2	338.5	0.08811	0.06303	0.9829
-128.7	320.1	0.04366	0.4844	0.9604
-127.8	320.7	0.09155	0.1036	0.9865
-121.4	313.8	0.03412	0.6104	0.9077
-119.2	314.0	0.06516	0.6629	0.971
205.9	289.5	0.03447	0.07383	0.2469
-82.77	289.2	0.04096	0.7725	0.9729
-103.6	278.1	0.03672	0.3486	0.8844
-102.7	278.9	0.05265	0.8533	0.9725
-106.3	276.6	0.03775	0.3944	0.8127
-105.8	277.1	0.05778	0.7403	0.958
-119.0	266.1	0.0338	0.5566	0.8994
-118.4	266.7	0.05433	0.5934	0.9833
-92.49	261.0	0.03434	0.6369	0.6928
-91.47	261.6	0.0592	0.8285	0.9493
-100.3	251.8	0.03389	0.438	0.7917
-100.3	253.0	0.05835	0.5524	0.9631
-110.5	238.0	0.03387	0.4911	0.8912
-110.3	238.5	0.0458	0.5057	0.9745
-103.0	232.6	0.03563	0.6606	0.8014
-103.4	233.5	0.0464	0.5273	0.9338
-98.18	224.6	0.04033	0.6568	0.7907
-99.12	225.1	0.05415	0.5631	0.9141
-84.45	222.0	0.04858	0.6091	0.6919
-83.82	221.7	0.05892	0.6503	0.7814
-85.59	209.2	0.05937	0.6572	0.6083
-86.19	209.8	0.08424	0.5091	0.8424
-81.88	205.6	0.06875	0.6179	0.6038
-81.89	206.1	0.08643	0.437	0.6047
-88.04	194.4	0.09472	0.6222	0.6281
-87.08	194.6	0.1242	0.4235	0.6407
-74.95	184.6	0.137	0.5366	0.5091
-75.95	184.4	0.1458	0.6991	0.7574
-78.57	172.0	0.1392	0.267	0.4434
-80.69	172.4	0.1575	0.2932	0.742
-55.53	161.4	0.1638	0.2227	0.2251
-54.5	161.4	0.1666	0.4098	0.5834
-68.97	159.5	0.1689	0.4623	0.3272
-69.05	159.6	0.1701	0.6576	0.7265
-72.54	144.6	0.1854	0.1293	0.5641
-71.92	144.4	0.1892	0.1455	0.5126
-50.6	138.4	0.1921	0.05803	0.4247
-48.5	138.3	0.1922	0.08736	0.4409
-57.72	116.6	0.2218	0.1382	0.4909
-56.04	116.8	0.221	0.03173	0.5168
-52.54	131.0	0.1998	0.258	0.2637
-49.77	130.7	0.2021	0.1411	0.2382
-51.99	124.1	0.2097	0.07265	0.3618
-50.36	124.3	0.2031	0.1426	0.3565
64.69	187.0	0.1577	0.5776	0.7697
67.2	186.5	0.1652	0.7783	0.9257
-61.54	118.2	0.2067	0.4407	0.5651
-62.83	118.6	0.2195	0.472	0.2754

# Loss (initial) = 30198.911354725184
# Loss (final) = 221.38453219483742
# Loss (resample) = 22151.597044392554
