# Loss = 408.0902709497605

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
89.817	17.694	1251.6	4.7082	39.137	865.82	0.26441	19.601	65.677	9.7354	0.13768	0.042056	0.54515

# t0	TI	IA	v0	w0
-214.0	545.6	0.04781	0.4664	0.8391
-215.6	545.7	0.06712	0.2399	0.6754
-98.1	489.0	0.05389	0.6595	0.4358
-99.91	489.3	0.07809	0.7784	0.7417
-150.1	441.0	0.06928	0.3911	0.8121
-151.7	441.3	0.08922	0.1383	0.836
-147.5	360.1	0.08544	0.1207	0.738
-149.3	360.0	0.1156	0.1317	0.8281
-130.5	340.3	0.07978	0.3492	0.9611
-131.5	339.8	0.1291	0.2676	0.9177
-125.4	321.0	0.08985	0.3434	0.8641
-127.7	321.6	0.14	0.4111	0.9674
-117.6	314.7	0.1022	0.288	0.7506
-119.5	315.7	0.1468	0.2323	0.8914
209.2	290.8	0.07571	0.1423	0.6597
-80.62	290.9	0.1387	0.6079	0.9777
-100.7	278.8	0.09638	0.1598	0.9623
-100.3	280.1	0.1716	0.09126	0.8135
-103.2	278.4	0.0841	0.1997	0.8865
-104.7	278.5	0.148	0.2978	0.9593
-115.6	267.7	0.09254	0.279	0.8659
-114.8	268.2	0.1764	0.129	0.7358
-88.57	262.7	0.07281	0.1353	0.8772
-89.32	262.5	0.1657	0.06706	0.8853
-96.94	253.0	0.06756	0.2413	0.8332
-97.41	254.3	0.1491	0.2032	0.9558
-106.5	239.3	0.09442	0.2678	0.9108
-106.9	239.4	0.1353	0.1324	0.8101
-98.79	234.3	0.06645	0.3013	0.9402
-98.17	234.4	0.182	0.2037	0.7188
-95.59	225.7	0.06961	0.61	0.9495
-94.87	225.8	0.1328	0.1927	0.8862
-80.8	222.6	0.1002	0.5925	0.7799
-80.77	222.5	0.14	0.1319	0.8483
-81.77	209.4	0.07896	0.3158	0.8874
-82.61	209.9	0.09868	0.0588	0.8228
-77.89	205.4	0.09752	0.7493	0.8326
-79.58	206.1	0.08727	0.2482	0.8812
-85.5	193.9	0.08457	0.3941	0.8848
-85.92	194.5	0.07413	0.3694	0.8844
-71.91	184.1	0.08052	0.8423	0.8299
-74.35	184.4	0.1102	0.2054	0.8371
-78.55	172.0	0.08498	0.2587	0.7433
-79.87	172.2	0.08505	0.24	0.8732
-54.94	160.8	0.1198	0.9107	0.7413
-54.27	161.1	0.09096	0.8849	0.7706
-68.69	158.9	0.1486	0.4519	0.768
-68.92	159.8	0.1139	0.5555	0.8749
-73.02	144.3	0.1934	0.8067	0.5314
-69.07	143.9	0.1801	0.3426	0.6654
-50.14	138.0	0.2051	0.5838	0.5896
-43.49	137.2	0.1981	0.4969	0.5846
-54.32	116.4	0.2179	0.5354	0.4784
-53.71	115.7	0.1927	0.7262	0.4455
-52.03	131.2	0.198	0.8164	0.5898
-48.37	130.6	0.1986	0.8008	0.551
-50.21	124.6	0.2008	0.6422	0.4804
-49.8	124.1	0.2015	0.2406	0.4926
65.69	187.2	0.07264	0.6483	0.9003
65.09	187.6	0.1113	0.6962	0.8873
-59.08	117.7	0.2043	0.5667	0.3818
-59.89	117.7	0.205	0.5037	0.7339

# Loss (initial) = 26883.139258065505
# Loss (final) = 408.0902709497605
# Loss (resample) = 16960.803471473333
