-218.7	540.2	0.01723	0.7993	0.739
-220.5	540.3	0.02117	0.9342	0.7265
-97.84	482.8	0.02691	0.9156	0.03217
-105.5	484.0	0.02499	0.9424	0.3388
-152.1	438.1	0.02928	0.9366	0.7876
-154.8	438.9	0.03377	0.8983	0.6472
-148.7	357.5	0.04851	0.5738	0.8665
-150.4	358.9	0.04904	0.8053	0.9438
-133.4	335.8	0.04139	0.8037	0.5695
-133.5	338.6	0.04927	0.9688	0.8182
-127.5	319.4	0.03714	0.7329	0.5776
-127.7	320.4	0.06276	0.815	0.8891
-119.3	313.7	0.04277	0.7439	0.4167
-120.9	313.9	0.04436	0.773	0.88
207.5	289.9	0.04833	0.1171	0.2463
-83.2	291.0	0.07957	0.6827	0.3982
-100.7	278.6	0.06191	0.4141	0.4499
-104.3	278.5	0.03587	0.8182	0.6551
-103.6	276.2	0.04106	0.2689	0.5201
-105.5	277.5	0.05997	0.555	0.7689
-116.9	266.0	0.04349	0.7504	0.7361
-117.5	266.5	0.05029	0.6795	0.8656
-91.03	261.6	0.04919	0.3064	0.3949
-91.0	261.2	0.0474	0.5583	0.6659
-98.18	252.4	0.04726	0.5763	0.4386
-98.64	252.1	0.04988	0.5747	0.7149
-106.9	237.3	0.03804	0.6084	0.7338
-108.8	238.6	0.06175	0.8039	0.8564
-100.1	232.7	0.04818	0.711	0.666
-100.2	233.1	0.06656	0.7699	0.7019
-95.72	224.4	0.05926	0.7476	0.6238
-94.54	224.6	0.07928	0.5476	0.778
-83.66	221.6	0.04551	0.4604	0.637
-85.03	221.9	0.05929	0.3702	0.7316
-87.9	210.4	0.07365	0.7936	0.6301
-84.42	209.0	0.0805	0.6683	0.7109
-80.43	205.7	0.09502	0.6345	0.5229
-82.58	205.2	0.08037	0.5876	0.605
-82.96	193.2	0.1027	0.8005	0.6354
-85.86	194.1	0.1131	0.7107	0.5992
-72.6	183.5	0.1259	0.5853	0.5414
-75.35	183.9	0.1226	0.6605	0.6786
-83.68	172.5	0.1331	0.8786	0.6979
-77.87	171.4	0.1414	0.6622	0.8746
-53.11	160.7	0.132	0.2384	0.2167
-57.3	161.2	0.1373	0.4157	0.5143
-68.44	159.2	0.1428	0.7219	0.4802
-71.21	159.8	0.1396	0.8322	0.6791
-74.12	144.6	0.1636	0.5388	0.5162
-72.06	144.8	0.1641	0.6152	0.4729
-47.91	138.0	0.1705	0.227	0.2334
-45.26	137.5	0.1684	0.3514	0.04096
-47.93	114.3	0.1004	0.3636	0.2904
-52.09	115.4	0.1721	0.4194	0.3326
-52.12	130.5	0.1702	0.2507	0.1239
-49.79	130.8	0.1709	0.1485	0.2909
-54.94	120.7	0.1205	0.4147	0.4911
-52.49	124.0	0.1707	0.318	0.2415
62.97	188.0	0.1485	0.8107	0.1296
62.51	188.2	0.1584	0.9031	0.1945
-56.18	118.4	0.1216	0.6654	0.4585
-61.02	114.2	0.1631	0.3657	0.5328
