# Loss = 252.91378210319002

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
29.376	30.728	1276.1	7.9421	80.132	895.34	0.41034	10.65	28.448	9.1183	0.14302	0.044287	0.42984

# t0	TI	IA	v0	w0
-211.3	543.5	0.08255	0.3021	0.9132
-213.6	546.4	0.1216	0.4728	0.9317
-97.02	487.5	0.08394	0.2146	0.876
-97.24	489.6	0.1355	0.1905	0.8935
-147.1	438.6	0.09342	0.2477	0.9159
-148.9	439.8	0.1282	0.07649	0.9508
-147.6	357.8	0.07211	0.5756	0.9613
-148.4	358.6	0.1247	0.1145	0.9642
-129.6	337.3	0.0633	0.3609	0.9196
-130.2	338.3	0.1239	0.05135	0.9716
-123.9	318.8	0.056	0.7291	0.9263
-128.3	320.0	0.05546	0.8044	0.9804
-117.6	313.2	0.05563	0.8477	0.9384
-116.7	313.5	0.08425	0.8743	0.9313
208.1	290.3	0.06471	0.949	0.3593
-80.47	289.2	0.05953	0.5904	0.9348
-99.86	277.6	0.05317	0.905	0.9217
-99.66	278.4	0.08392	0.8439	0.9436
-104.6	276.4	0.04301	0.6442	0.9194
-101.8	276.6	0.07645	0.8706	0.9227
-115.7	266.4	0.05875	0.8248	0.9388
-114.8	266.7	0.08091	0.9323	0.9438
-89.39	261.2	0.05648	0.7558	0.9128
-87.28	260.7	0.09065	0.7132	0.9355
-95.59	251.3	0.0491	0.6876	0.8861
-96.2	252.1	0.06546	0.878	0.9428
-107.1	238.0	0.04966	0.8558	0.9253
-107.4	238.0	0.04813	0.9466	0.9393
-102.8	232.8	0.03661	0.8934	0.9239
-101.0	233.4	0.05606	0.8373	0.9454
-96.29	224.9	0.05019	0.8423	0.9024
-95.31	224.9	0.06917	0.8939	0.9309
-84.48	221.9	0.04152	0.7	0.8907
-84.4	222.3	0.05693	0.4889	0.9362
-84.21	209.3	0.06911	0.5747	0.9045
-85.75	209.6	0.05358	0.9674	0.9353
-79.32	204.9	0.05244	0.7688	0.869
-82.84	205.7	0.0477	0.782	0.8917
-87.96	193.7	0.04446	0.8488	0.8973
-87.49	193.8	0.06042	0.5711	0.8909
-75.82	183.9	0.05182	0.9682	0.8724
-78.05	184.1	0.05273	0.7675	0.9392
-79.49	172.0	0.08938	0.2817	0.9127
-83.56	172.2	0.05826	0.4914	0.9216
-57.72	161.0	0.04938	0.7251	0.8506
-56.73	161.1	0.05629	0.8553	0.9109
-70.61	158.8	0.04916	0.9425	0.8586
-70.87	159.0	0.05059	0.9962	0.8989
-74.42	144.1	0.0573	0.9303	0.8333
-72.72	143.8	0.05927	0.5444	0.8379
-51.33	137.9	0.06476	0.8682	0.8025
-49.16	137.7	0.06657	0.4327	0.7766
-58.71	116.7	0.1653	0.7442	0.6725
-57.28	116.6	0.1392	0.6848	0.7421
-51.16	130.8	0.1395	0.9074	0.7011
-52.35	130.6	0.07353	0.6839	0.7854
-52.07	123.7	0.1007	0.6718	0.7458
-50.34	123.7	0.09998	0.6997	0.7132
63.16	187.4	0.06084	0.3733	0.9314
67.35	186.2	0.05812	0.3099	0.8707
-60.71	117.8	0.1496	0.3239	0.7074
-61.39	117.7	0.1561	0.5967	0.7727

# Loss (initial) = 30111.797904800744
# Loss (final) = 252.91378210319002
# Loss (resample) = 16328.828708752755
