# Loss = 273.40288369094907

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
205.11	59.634	1220.0	8.9054	47.801	872.29	0.36647	27.345	113.1	10.461	0.14267	0.022665	0.7071

# t0	TI	IA	v0	w0
-212.1	545.4	0.06583	0.5163	0.8316
-214.4	547.6	0.1142	0.4807	0.8547
-96.58	488.3	0.06369	0.3534	0.8461
-97.66	490.6	0.1451	0.02649	0.8217
-150.7	439.9	0.05793	0.1774	0.848
-150.1	441.4	0.1405	0.3147	0.8926
-148.7	358.2	0.05051	0.3229	0.8995
-150.3	359.3	0.08539	0.1401	0.9376
-131.8	337.6	0.04018	0.7119	0.8035
-130.6	339.1	0.09832	0.9436	0.9027
-127.0	319.9	0.04863	0.5805	0.8279
-127.2	320.6	0.0886	0.2217	0.8893
-119.5	314.7	0.05416	0.5814	0.8007
-119.4	314.2	0.06313	0.8488	0.9226
208.0	289.7	0.04523	0.5664	0.5117
-80.97	289.4	0.05735	0.7118	0.8326
-101.5	278.3	0.04777	0.214	0.7712
-102.0	278.6	0.05677	0.7466	0.8106
-103.6	276.4	0.04426	0.3957	0.5566
-105.3	277.1	0.05446	0.3799	0.9168
-116.8	266.2	0.04369	0.393	0.8579
-117.7	266.8	0.05716	0.3945	0.9396
-90.58	260.9	0.04052	0.1653	0.6301
-91.57	261.7	0.05198	0.8584	0.8104
-98.62	251.6	0.03982	0.3637	0.6568
-98.48	252.4	0.05904	0.4695	0.8581
-107.9	238.3	0.05257	0.4128	0.7001
-107.7	238.5	0.07921	0.7923	0.7723
-100.1	233.2	0.06099	0.4488	0.5778
-101.7	233.8	0.08436	0.2781	0.8398
-97.55	225.4	0.07508	0.3128	0.639
-97.21	225.7	0.09964	0.6425	0.6985
-81.29	222.1	0.09184	0.3538	0.4268
-83.06	222.3	0.1048	0.4998	0.5979
-84.9	209.7	0.1007	0.2977	0.3263
-82.95	209.4	0.1233	0.6973	0.5589
-80.33	205.7	0.1138	0.2207	0.3738
-81.66	206.1	0.1265	0.1481	0.3779
-86.61	194.4	0.1252	0.2133	0.3439
-86.52	194.2	0.1404	0.1801	0.3018
-73.45	184.2	0.1428	0.08521	0.2968
-75.76	184.4	0.1501	0.5849	0.5231
-84.11	173.4	0.147	0.1305	0.5098
-83.45	173.1	0.1548	0.5331	0.7091
-55.41	161.5	0.154	0.1081	0.04139
-55.33	161.4	0.1584	0.2272	0.3702
-68.62	159.5	0.1612	0.09376	0.4297
-69.39	159.5	0.1657	0.183	0.6402
-70.3	144.3	0.1772	0.2417	0.09354
-73.15	145.1	0.1739	0.1287	0.421
-49.55	138.4	0.1798	0.04068	0.09419
-47.42	138.2	0.1825	0.1561	0.1841
-55.24	116.3	0.2095	0.304	0.2185
-53.42	116.4	0.2135	0.1656	0.07299
-50.9	130.9	0.187	0.1118	0.1211
-49.8	130.9	0.1909	0.07082	0.1202
-51.42	124.1	0.1956	0.07108	0.1231
-50.1	124.3	0.1926	0.1117	0.1107
64.55	187.3	0.148	0.949	0.8578
66.15	186.8	0.1558	0.8751	0.8687
-61.23	118.2	0.2098	0.2889	0.2352
-61.55	118.0	0.2112	0.1715	0.06504

# Loss (initial) = 26688.23939525905
# Loss (final) = 273.40288369094907
# Loss (resample) = 19462.52135584103
