# Loss = 271.9663484465026

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
65.02	12.939	1250.0	5.5487	82.511	873.66	0.12279	31.447	57.292	9.3041	0.13936	0.039091	0.62583

# t0	TI	IA	v0	w0
-212.4	544.8	0.06424	0.2329	0.8007
-214.2	547.0	0.08741	0.2589	0.882
-97.9	488.9	0.06212	0.6969	0.8377
-98.51	490.8	0.1027	0.6123	0.859
-149.8	440.2	0.06643	0.346	0.9553
-150.1	440.8	0.1322	0.2115	0.9368
-147.9	358.7	0.06045	0.2871	0.9645
-148.4	360.1	0.1495	0.1297	0.9515
-129.8	338.1	0.07993	0.09854	0.9364
-130.0	340.1	0.2184	0.2273	0.8851
-124.7	321.4	0.1125	0.06029	0.8627
-126.2	321.5	0.1985	0.2265	0.961
-118.9	315.1	0.08276	0.3546	0.943
-117.5	315.1	0.1905	0.03428	0.9164
209.5	290.5	0.1126	0.6597	0.1103
-79.47	290.6	0.1055	0.1623	0.8832
-98.81	278.7	0.07955	0.6	0.8919
-99.46	279.3	0.1301	0.4676	0.8778
-103.1	277.6	0.08295	0.2723	0.8947
-104.0	278.1	0.11	0.4421	0.9469
-114.6	267.2	0.0992	0.1633	0.8748
-115.6	267.9	0.1216	0.2648	0.9641
-87.22	261.2	0.08559	0.7266	0.8537
-87.92	262.5	0.109	0.6396	0.9073
-95.63	253.1	0.1006	0.6819	0.864
-94.43	252.9	0.1085	0.4923	0.8787
-106.0	238.6	0.06448	0.6875	0.8293
-106.9	239.2	0.08648	0.1626	0.9382
-99.24	234.1	0.1137	0.06913	0.8604
-98.47	233.8	0.1103	0.3527	0.9245
-95.4	226.0	0.1054	0.1835	0.8754
-94.74	225.5	0.09989	0.4541	0.9244
-81.12	222.3	0.09277	0.6252	0.8391
-80.78	222.4	0.1191	0.288	0.8926
-81.87	209.4	0.06988	0.5721	0.8131
-83.36	210.3	0.096	0.7557	0.9021
-77.38	205.5	0.1123	0.6504	0.7979
-79.67	206.0	0.1125	0.1863	0.8282
-85.62	194.4	0.06387	0.2126	0.8733
-85.77	194.2	0.08751	0.3519	0.8295
-73.69	184.1	0.06265	0.7484	0.8232
-75.09	184.1	0.08168	0.8927	0.8962
-80.5	172.3	0.0901	0.1599	0.8314
-79.42	172.3	0.1081	0.1367	0.8076
-54.73	161.2	0.1374	0.7142	0.665
-53.06	159.4	0.1323	0.3644	0.6484
-68.28	159.5	0.1462	0.5795	0.6418
-68.7	159.6	0.1437	0.811	0.7315
-71.91	144.6	0.1763	0.6733	0.6738
-70.8	144.3	0.1791	0.3743	0.6771
-51.36	138.6	0.1826	0.478	0.5845
-44.84	137.6	0.1841	0.377	0.5442
-56.44	116.6	0.2179	0.5082	0.5547
-54.35	116.6	0.2126	0.2595	0.569
-50.85	130.9	0.1803	0.4399	0.3937
-50.1	131.0	0.1924	0.3164	0.5824
-51.66	124.1	0.1978	0.2962	0.3656
-49.14	124.0	0.1974	0.1828	0.5688
65.7	187.5	0.1296	0.3308	0.8077
66.67	187.5	0.158	0.3285	0.837
-61.41	118.2	0.2225	0.1819	0.4762
-61.81	117.9	0.2149	0.3897	0.5786

# Loss (initial) = 25726.46568770367
# Loss (final) = 271.9663484465026
# Loss (resample) = 19131.024383321117
