# Loss = 279.35154536123304

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
60.159	13.288	1246.1	5.6331	154.86	844.53	0.14162	11.535	63.722	9.3103	0.14057	0.04142	0.79445

# t0	TI	IA	v0	w0
-217.5	539.4	0.02555	0.5459	0.9378
-215.0	541.5	0.0414	0.2411	0.9331
-100.4	483.1	0.03214	0.3835	0.8783
-98.47	485.7	0.0409	0.2594	0.9143
-150.0	437.1	0.03397	0.2683	0.9171
-152.0	439.0	0.05298	0.1187	0.9439
-146.1	356.8	0.05748	0.1896	0.9007
-148.6	358.7	0.1024	0.1842	0.9137
-130.8	338.6	0.06213	0.442	0.8972
-131.0	338.8	0.1064	0.6952	0.9265
-123.1	319.4	0.07667	0.3775	0.8782
-125.6	320.7	0.1376	0.1896	0.9114
-118.8	314.6	0.07013	0.254	0.89
-118.2	314.6	0.1535	0.4747	0.9102
209.0	290.5	0.1041	0.3247	0.1219
-79.7	290.6	0.1108	0.1364	0.8929
-98.25	277.9	0.08833	0.6705	0.8609
-99.45	278.6	0.1411	0.5718	0.8999
-100.2	276.6	0.1542	0.5552	0.8495
-101.4	277.3	0.1787	0.5941	0.8889
-113.5	267.1	0.1242	0.2924	0.8451
-113.8	266.6	0.1376	0.8078	0.9046
-86.3	261.9	0.1044	0.7046	0.8369
-87.49	262.0	0.1554	0.6183	0.8935
-93.47	252.5	0.1133	0.7509	0.835
-95.38	253.2	0.1353	0.8374	0.8905
-103.5	238.5	0.09096	0.6752	0.8565
-106.0	239.1	0.09755	0.7236	0.9002
-97.75	233.5	0.09594	0.9178	0.8478
-98.39	233.5	0.1126	0.9066	0.8875
-94.49	225.7	0.1097	0.9208	0.8384
-93.19	224.7	0.09243	0.7613	0.8798
-80.17	222.4	0.1593	0.786	0.833
-80.8	222.5	0.1258	0.7871	0.8701
-81.61	209.5	0.09454	0.1919	0.8184
-82.28	210.4	0.1828	0.7686	0.8739
-78.33	205.9	0.07989	0.1068	0.8071
-79.4	206.4	0.1113	0.3915	0.8256
-83.86	194.2	0.1356	0.2323	0.8038
-85.5	194.4	0.1258	0.4609	0.8344
-72.5	184.4	0.137	0.7874	0.795
-75.02	184.4	0.1094	0.7849	0.8558
-79.21	172.4	0.1119	0.9397	0.8148
-79.72	172.9	0.1603	0.9638	0.8824
-54.34	161.5	0.08418	0.8558	0.715
-53.49	161.3	0.114	0.9168	0.8193
-68.46	159.6	0.09569	0.1794	0.7926
-68.08	159.7	0.1598	0.9037	0.8476
-69.35	144.3	0.1397	0.9747	0.6811
-70.14	144.7	0.1164	0.7318	0.7114
-48.77	138.2	0.1084	0.683	0.6364
-47.51	138.2	0.07394	0.5208	0.6159
-56.0	116.4	0.1382	0.4377	0.5911
-54.45	116.4	0.116	0.6549	0.5625
-52.26	130.9	0.08106	0.1334	0.7257
-49.37	130.9	0.1629	0.3549	0.6087
-49.81	123.8	0.1077	0.5069	0.5238
-49.7	124.2	0.1307	0.7951	0.5568
66.26	188.4	0.1823	0.3693	0.8739
66.64	187.3	0.1516	0.8113	0.9133
-61.34	118.1	0.115	0.2106	0.5281
-62.23	118.1	0.1455	0.5419	0.5464

# Loss (initial) = 29473.27600780497
# Loss (final) = 279.35154536123304
# Loss (resample) = 16612.76889779923
