# Loss = 506.2099479276858

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
83.565	15.375	1249.5	5.9237	22.647	866.5	0.17072	22.024	64.106	9.5679	0.13739	0.039407	0.66476

# t0	TI	IA	v0	w0
-213.8	544.4	0.09519	0.6075	0.586
-215.3	545.9	0.1171	0.5503	0.912
-96.95	488.5	0.08706	0.6769	0.529
-99.17	489.3	0.1318	0.1296	0.6368
-149.3	440.6	0.1415	0.3606	0.8526
-150.4	441.3	0.1762	0.03345	0.7918
-146.8	360.4	0.1908	0.2174	0.7889
-147.7	361.6	0.2061	0.2447	0.7868
-129.0	340.7	0.1286	0.4011	0.8998
-130.0	341.5	0.2063	0.3523	0.8217
-125.3	322.4	0.1637	0.1601	0.8405
-126.3	321.8	0.2069	0.3747	0.8488
-117.2	315.5	0.1151	0.4987	0.8956
-118.2	315.8	0.1842	0.4243	0.8
210.2	290.9	0.09772	0.7525	0.5835
-79.58	291.0	0.1349	0.3205	0.8686
-99.91	279.8	0.1283	0.2325	0.8611
-100.0	280.8	0.1433	0.397	0.7935
-102.5	278.2	0.1248	0.1658	0.8382
-103.5	278.7	0.1461	0.6316	0.8698
-115.7	267.8	0.06798	0.8066	0.626
-114.5	268.8	0.153	0.4931	0.8451
-89.14	262.3	0.07868	0.4717	0.8804
-88.36	263.1	0.1283	0.5326	0.9132
-96.6	254.5	0.1044	0.5137	0.8838
-96.69	253.5	0.1115	0.5025	0.9511
-105.9	239.6	0.1399	0.8742	0.8139
-106.9	239.8	0.1357	0.6063	0.8461
-98.27	233.9	0.1175	0.9336	0.7764
-98.87	234.1	0.123	0.4752	0.828
-94.79	225.8	0.09791	0.4509	0.8247
-95.66	226.1	0.117	0.659	0.9437
-81.04	223.0	0.1249	0.5938	0.8747
-81.17	222.5	0.1166	0.7656	0.8428
-81.76	209.7	0.125	0.6764	0.8166
-83.21	210.4	0.1133	0.5441	0.8775
-79.04	205.9	0.1026	0.2229	0.8396
-79.3	206.0	0.131	0.7973	0.8542
-84.54	193.8	0.05762	0.8977	0.7777
-85.0	194.5	0.1034	0.6824	0.5716
-72.27	184.2	0.1183	0.6205	0.8055
-74.69	184.4	0.1238	0.6922	0.7838
-79.63	172.3	0.1147	0.1235	0.8125
-81.7	172.4	0.06767	0.7899	0.8594
-52.92	160.8	0.09731	0.6719	0.7294
-54.32	160.9	0.09721	0.7935	0.7658
-66.92	156.0	0.1095	0.8774	0.8194
-69.63	158.5	0.1399	0.8054	0.7703
-73.89	144.9	0.1879	0.9285	0.6203
-67.96	144.1	0.1854	0.7836	0.4852
-48.42	137.4	0.1976	0.5998	0.3056
-45.38	136.9	0.1975	0.5793	0.5296
-55.91	117.0	0.1906	0.4687	0.4174
-54.8	116.3	0.2141	0.5941	0.5433
-51.7	130.3	0.1958	0.5851	0.4978
-48.86	130.4	0.2037	0.7218	0.4284
-49.79	123.4	0.2034	0.6381	0.3065
-50.65	124.6	0.2019	0.1522	0.5774
65.46	187.7	0.09538	0.009471	0.7802
65.3	187.5	0.1069	0.1178	0.6466
-63.05	118.2	0.2137	0.4533	0.5728
-62.73	118.0	0.2093	0.515	0.4768

# Loss (initial) = 26700.56126480992
# Loss (final) = 506.2099479276858
# Loss (resample) = 21427.631583876275
