# Loss = 239.98181585526868

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
64.184	86.936	1268.2	6.9684	63.921	823.53	0.38239	4.9722	58.287	9.6458	0.13569	0.046754	0.6807

# t0	TI	IA	v0	w0
-213.9	544.7	0.06202	0.4441	0.8866
-215.2	545.8	0.09111	0.4493	0.8642
-97.62	488.7	0.07466	0.7954	0.8119
-98.73	489.7	0.1009	0.4691	0.9003
-148.7	439.3	0.08263	0.3638	0.8916
-150.0	439.8	0.1172	0.372	0.906
-145.8	356.6	0.06036	0.6544	0.9377
-146.6	358.0	0.1479	0.4507	0.9108
-129.9	338.2	0.09405	0.6266	0.9392
-130.5	338.5	0.1368	0.6293	0.9927
-125.8	320.0	0.0706	0.8276	0.945
-126.1	320.4	0.1361	0.7249	0.9756
-118.0	313.5	0.06148	0.769	0.9511
-117.3	314.2	0.1298	0.5011	0.9386
208.5	288.7	0.05011	0.2356	0.5426
-78.92	288.7	0.07017	0.8893	0.9352
-99.96	278.2	0.07482	0.6605	0.9164
-99.66	278.3	0.0911	0.8394	0.9169
-104.8	276.7	0.04998	0.4854	0.9294
-103.9	277.1	0.07951	0.7381	0.9633
-113.9	265.7	0.06522	0.8505	0.9041
-114.0	266.3	0.08806	0.9011	0.9428
-90.23	261.3	0.05654	0.3534	0.912
-87.37	261.1	0.09252	0.8092	0.9318
-98.28	252.6	0.05512	0.6315	0.8974
-95.28	252.2	0.09053	0.8864	0.95
-104.1	237.6	0.07038	0.8063	0.8868
-107.8	239.0	0.09564	0.7217	0.9583
-99.31	233.3	0.08035	0.5674	0.9107
-97.8	232.9	0.0877	0.8686	0.9269
-94.44	224.4	0.06288	0.7706	0.866
-94.67	224.5	0.07372	0.9013	0.9255
-80.43	221.7	0.0854	0.8307	0.8554
-84.16	222.3	0.06332	0.5471	0.9342
-82.41	208.2	0.04858	0.7978	0.8391
-81.68	208.7	0.07509	0.882	0.9181
-81.29	205.2	0.05603	0.3778	0.8829
-79.97	205.2	0.07153	0.6766	0.8411
-84.96	193.7	0.08163	0.8992	0.8316
-84.65	193.7	0.1045	0.5997	0.8388
-71.07	183.0	0.06855	0.8298	0.7889
-78.5	183.9	0.05504	0.7495	0.9376
-81.16	171.4	0.05419	0.7244	0.874
-83.47	172.3	0.06759	0.8425	0.9386
-56.22	160.8	0.06488	0.7296	0.7037
-54.9	160.8	0.07872	0.8396	0.8433
-71.1	159.3	0.06635	0.7576	0.7864
-68.59	158.9	0.07653	0.862	0.8276
-71.46	144.1	0.1086	0.5765	0.7639
-71.87	144.2	0.09779	0.4141	0.7478
-50.26	137.7	0.1037	0.624	0.5831
-47.54	137.7	0.105	0.5768	0.5423
-56.31	115.6	0.1746	0.5458	0.4821
-56.59	116.1	0.1869	0.5032	0.5
-54.22	130.9	0.1182	0.5284	0.5484
-48.39	130.3	0.1329	0.7249	0.5137
-50.41	123.8	0.1362	0.5243	0.4215
-52.47	124.2	0.1534	0.5912	0.5328
66.29	186.7	0.08868	0.5908	0.9037
66.97	186.5	0.0991	0.9653	0.9165
-59.27	117.9	0.1624	0.3933	0.4818
-58.41	116.5	0.174	0.4188	0.4433

# Loss (initial) = 26449.395708415774
# Loss (final) = 239.98181585526868
# Loss (resample) = 16186.680996623705
