# Loss = 414.73657756838094

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
49.373	12.597	1247.0	5.5961	52.117	852.88	0.32924	10.481	45.084	9.309	0.11903	0.044645	0.63545

# t0	TI	IA	v0	w0
-213.4	545.3	0.05444	0.4173	0.8361
-214.4	546.5	0.07508	0.09331	0.8258
-97.68	488.9	0.05796	0.89	0.8307
-98.78	490.3	0.07663	0.2904	0.9327
-149.7	440.2	0.0734	0.4522	0.9313
-150.7	440.3	0.1055	0.1668	0.8747
-146.7	358.5	0.09354	0.05436	0.857
-148.5	359.1	0.1402	0.05532	0.9038
-129.2	338.5	0.09702	0.2286	0.908
-130.2	339.4	0.1567	0.1003	0.9082
-125.7	320.9	0.09794	0.1771	0.9403
-127.0	321.6	0.1749	0.1343	0.9308
-116.7	314.6	0.0827	0.4614	0.8194
-117.6	315.0	0.1594	0.02671	0.9116
208.4	290.7	0.07377	0.1807	0.2993
-79.97	290.5	0.1213	0.08072	0.9712
-99.31	279.3	0.1167	0.2911	0.8862
-99.41	279.6	0.1766	0.4304	0.8445
-102.6	277.5	0.07376	0.4101	0.8896
-102.8	278.4	0.1792	0.4522	0.8699
-114.8	267.5	0.0961	0.2045	0.9125
-114.8	267.4	0.1325	0.0993	0.9667
-87.73	261.7	0.06643	0.7461	0.8353
-87.1	262.4	0.1861	0.4258	0.8181
-97.24	253.5	0.06673	0.4611	0.9388
-96.69	254.1	0.1696	0.3655	0.9103
-106.1	239.0	0.09941	0.3056	0.9381
-105.7	239.0	0.1329	0.3012	0.9242
-96.9	233.4	0.09905	0.6367	0.875
-97.74	233.6	0.1485	0.5437	0.9055
-93.33	225.1	0.1067	0.01171	0.8884
-94.73	225.1	0.06924	0.9011	0.9334
-79.21	222.2	0.1068	0.5413	0.9024
-79.21	221.8	0.09243	0.8597	0.825
-81.05	209.2	0.08198	0.78	0.9083
-82.46	209.6	0.08362	0.5722	0.9568
-77.93	205.5	0.08285	0.5418	0.892
-77.6	205.9	0.1318	0.5309	0.8917
-83.48	193.8	0.08409	0.8281	0.9057
-84.83	193.9	0.1106	0.08873	0.9057
-71.2	183.8	0.08957	0.8719	0.8155
-74.78	184.1	0.09866	0.8956	0.9423
-79.05	172.2	0.1146	0.2474	0.8237
-78.61	172.1	0.127	0.1956	0.8376
-54.59	161.0	0.06443	0.8359	0.8347
-54.04	160.8	0.06052	0.7671	0.9124
-66.42	158.8	0.07156	0.8031	0.8186
-66.85	158.9	0.07133	0.8324	0.8978
-72.33	144.7	0.1262	0.7062	0.8627
-69.84	143.9	0.07251	0.9959	0.8
-50.3	138.0	0.06246	0.9001	0.7812
-47.19	137.9	0.09503	0.5997	0.7526
-58.61	116.0	0.134	0.4758	0.4366
-54.5	116.4	0.1641	0.7248	0.455
-50.27	130.5	0.09641	0.6682	0.6581
-49.92	130.4	0.08095	0.9218	0.7595
-50.06	123.3	0.09954	0.5939	0.6758
-49.89	123.8	0.1109	0.8667	0.5733
66.22	187.2	0.08373	0.8296	0.9473
66.06	187.7	0.07095	0.3614	0.8175
-62.95	118.1	0.1467	0.5554	0.5373
-64.12	117.9	0.1379	0.6262	0.6955

# Loss (initial) = 26660.33308402597
# Loss (final) = 414.73657756838094
# Loss (resample) = 16134.40057549278
