# Loss = 456.6383126910812

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
68.327	10.757	1252.1	4.967	60.082	865.38	0.17799	19.164	56.516	9.4252	0.12485	0.045565	0.57479

# t0	TI	IA	v0	w0
-213.0	545.1	0.05904	0.4007	0.8199
-214.6	545.6	0.07716	0.5876	0.8045
-97.02	488.6	0.06779	0.0512	0.5644
-98.78	490.4	0.08565	0.598	0.8635
-149.6	440.8	0.0881	0.4141	0.8166
-150.5	442.8	0.1011	0.3299	0.894
-146.8	358.9	0.0961	0.004543	0.8427
-148.6	360.0	0.1537	0.04436	0.885
-130.3	339.5	0.09367	0.1166	0.8994
-131.0	339.6	0.198	0.1882	0.7744
-125.9	320.8	0.1133	0.05128	0.8722
-127.3	321.5	0.201	0.01878	0.7972
-117.7	315.3	0.1062	0.02167	0.8497
-118.8	314.7	0.217	0.1246	0.8494
209.0	290.6	0.09855	0.04847	0.4571
-80.06	290.6	0.1919	0.04257	0.8177
-98.11	279.0	0.1479	0.2277	0.7625
-100.5	280.2	0.1966	0.09144	0.9299
-102.6	277.6	0.1059	0.3764	0.9277
-103.5	279.1	0.1923	0.2112	0.8262
-116.6	267.7	0.1043	0.2861	0.9033
-115.9	268.7	0.1318	0.4799	0.9787
-88.45	263.0	0.08584	0.345	0.8851
-88.55	262.5	0.1927	0.201	0.7597
-95.91	253.5	0.1292	0.1699	0.8695
-96.19	253.1	0.1209	0.1978	0.8438
-105.7	239.4	0.1273	0.3056	0.8555
-107.7	239.4	0.11	0.2697	0.9442
-98.81	234.7	0.1613	0.03483	0.7897
-99.51	234.7	0.1428	0.1372	0.9493
-95.17	226.2	0.08233	0.7328	0.8982
-93.63	225.9	0.1454	0.7428	0.7941
-79.82	222.3	0.09719	0.6539	0.7861
-80.36	222.6	0.163	0.8317	0.7818
-81.83	209.5	0.102	0.6443	0.8803
-83.16	210.4	0.1083	0.6857	0.9617
-77.51	205.5	0.1255	0.8136	0.8291
-79.08	206.8	0.1461	0.4174	0.8708
-82.77	194.4	0.1555	0.1238	0.7499
-85.83	194.3	0.124	0.3788	0.8711
-72.15	184.1	0.1797	0.1968	0.8493
-75.03	184.2	0.1295	0.8364	0.9436
-77.43	171.9	0.1022	0.1484	0.761
-79.36	171.9	0.1319	0.2055	0.8362
-54.31	161.2	0.07513	0.9545	0.7481
-53.92	161.3	0.09759	0.761	0.871
-67.85	159.5	0.09721	0.8148	0.8095
-68.01	159.6	0.08876	0.3704	0.9177
-71.67	144.3	0.07554	0.8559	0.467
-69.46	144.2	0.1299	0.1308	0.7338
-50.35	138.3	0.1605	0.5631	0.5405
-49.22	137.5	0.1659	0.6323	0.4545
-56.25	116.4	0.214	0.5905	0.6573
-53.91	116.5	0.2352	0.181	0.5898
-50.12	130.9	0.193	0.5248	0.5586
-52.2	130.5	0.1813	0.7975	0.5931
-51.81	124.0	0.2019	0.6914	0.4063
-48.44	123.5	0.2069	0.5692	0.4166
66.03	188.0	0.1171	0.9427	0.9629
65.04	187.6	0.06355	0.3915	0.9238
-59.75	117.2	0.2119	0.6357	0.3881
-60.56	117.8	0.2109	0.7035	0.4367

# Loss (initial) = 30243.469810973093
# Loss (final) = 456.6383126910812
# Loss (resample) = 19292.02467999865
