# Loss = 290.7580434082669

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
63.621	27.69	1249.3	6.8634	63.292	877.3	0.21511	26.293	54.508	9.907	0.12977	0.04046	0.59906

# t0	TI	IA	v0	w0
-212.2	546.5	0.07688	0.3519	0.8759
-213.8	547.5	0.1136	0.2841	0.9251
-97.62	488.7	0.09385	0.2604	0.8495
-98.82	490.5	0.1436	0.2548	0.9102
-149.6	440.9	0.09558	0.1636	0.9165
-150.4	441.8	0.1679	0.07083	0.9265
-146.6	358.8	0.1017	0.09008	0.9063
-147.3	359.8	0.1967	0.04	0.8893
-129.9	338.6	0.07173	0.374	0.9557
-130.5	339.1	0.1375	0.3497	0.9234
-125.4	320.6	0.06961	0.6111	0.9504
-125.8	321.4	0.1621	0.01402	0.9361
-118.1	314.5	0.07383	0.7244	0.8934
-117.4	314.6	0.1117	0.5321	0.9113
208.7	291.3	0.09619	0.04925	0.1651
-80.42	290.5	0.0802	0.3499	0.9535
-99.71	279.3	0.08454	0.5648	0.9168
-99.9	279.1	0.1132	0.6576	0.9099
-102.2	276.6	0.07599	0.4468	0.8642
-103.9	278.0	0.101	0.4562	0.9779
-115.8	267.3	0.08882	0.1709	0.9368
-115.5	267.3	0.09694	0.5721	0.9126
-88.9	261.8	0.07078	0.609	0.8786
-89.43	262.7	0.09743	0.6688	0.927
-96.51	253.1	0.08181	0.4789	0.8767
-96.27	253.3	0.09819	0.5684	0.8611
-106.7	239.3	0.1044	0.1242	0.911
-107.5	239.7	0.1342	0.04914	0.8759
-99.77	233.8	0.05852	0.4767	0.9159
-99.98	233.8	0.06995	0.611	0.9422
-94.93	225.3	0.08151	0.8659	0.8734
-96.6	226.0	0.1079	0.8257	0.9106
-80.54	222.2	0.09582	0.5656	0.8509
-81.53	222.7	0.1147	0.5852	0.9033
-83.68	209.5	0.06246	0.7961	0.8448
-83.44	209.7	0.08149	0.8684	0.9056
-79.83	205.9	0.07848	0.7263	0.8198
-80.56	206.2	0.07148	0.4748	0.8397
-85.45	194.3	0.07257	0.8211	0.8371
-86.48	194.3	0.07623	0.5329	0.8443
-73.38	183.9	0.06703	0.8868	0.8048
-75.21	183.9	0.0833	0.9196	0.8934
-79.22	171.9	0.0908	0.1568	0.8631
-82.88	172.3	0.06419	0.9861	0.8772
-54.13	160.8	0.09815	0.754	0.6709
-54.12	160.5	0.1004	0.8276	0.6519
-69.13	159.3	0.1162	0.8408	0.755
-66.9	158.7	0.1204	0.6809	0.7523
-70.06	144.1	0.1784	0.6813	0.7181
-69.25	144.1	0.1812	0.61	0.6902
-50.39	138.6	0.1926	0.6593	0.5944
-46.07	137.7	0.1889	0.5258	0.5272
-53.76	116.0	0.221	0.5708	0.6726
-49.59	115.8	0.2232	0.1671	0.3572
-51.21	130.9	0.1958	0.5265	0.4971
-50.23	131.1	0.2016	0.4245	0.5369
-52.49	124.1	0.2116	0.5411	0.4194
-55.34	125.1	0.1944	0.6711	0.3722
64.02	187.9	0.1184	0.3593	0.9259
65.38	187.5	0.1171	0.2608	0.8079
-65.02	118.7	0.2347	0.5968	0.2641
-62.27	117.9	0.224	0.5807	0.5174

# Loss (initial) = 24732.966737796974
# Loss (final) = 290.7580434082669
# Loss (resample) = 18852.97264299293
