# Loss = 228.5853326709102

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
48.777	28.286	1249.9	5.7215	72.781	873.19	0.40206	6.4583	44.597	9.5319	0.13192	0.04321	0.55967

# t0	TI	IA	v0	w0
-213.8	543.1	0.05055	0.1192	0.8987
-214.9	544.4	0.06749	0.254	0.9365
-98.52	487.6	0.05274	0.4217	0.8884
-99.53	488.6	0.07349	0.7387	0.9515
-150.6	439.2	0.05775	0.0976	0.9421
-150.8	439.7	0.08818	0.1002	0.9376
-147.0	357.0	0.0622	0.2626	0.9198
-149.0	358.5	0.1018	0.1673	0.9371
-130.0	337.0	0.05435	0.5645	0.9359
-131.5	338.7	0.1108	0.2629	0.9593
-127.1	319.9	0.05295	0.4327	0.9548
-126.7	320.8	0.1119	0.1968	0.9442
-118.8	313.6	0.04707	0.8097	0.9348
-118.5	314.6	0.1091	0.4079	0.9579
207.4	289.8	0.04898	0.477	0.04023
-81.28	289.8	0.07289	0.2613	0.9833
-101.4	278.3	0.05141	0.6718	0.9282
-99.95	278.9	0.1191	0.4247	0.9242
-104.2	276.5	0.04344	0.8978	0.9296
-103.8	277.6	0.1073	0.7755	0.9361
-117.4	266.7	0.04635	0.6478	0.9539
-116.0	267.2	0.08922	0.5838	0.9606
-90.28	261.0	0.04125	0.8341	0.9167
-89.5	262.3	0.09662	0.763	0.9522
-96.87	252.4	0.05645	0.9226	0.9097
-97.38	252.8	0.06606	0.888	0.9507
-106.1	238.8	0.09383	0.3185	0.9182
-108.7	238.8	0.059	0.675	0.9651
-100.5	233.1	0.04546	0.9505	0.9226
-100.8	233.8	0.07729	0.4895	0.9534
-96.58	224.9	0.04926	0.6611	0.908
-96.18	225.1	0.06221	0.8045	0.949
-82.63	221.9	0.05211	0.6118	0.8923
-82.55	222.2	0.07315	0.8175	0.9249
-83.6	208.6	0.04196	0.8904	0.8834
-84.03	209.5	0.06629	0.8078	0.947
-80.19	205.3	0.05521	0.7651	0.8765
-80.59	205.7	0.07044	0.6706	0.8855
-86.83	194.0	0.05582	0.7127	0.8924
-86.91	194.0	0.06194	0.6576	0.8797
-73.66	183.9	0.06399	0.8101	0.8641
-76.2	184.1	0.073	0.9127	0.9237
-79.5	172.1	0.09651	0.3022	0.8534
-81.64	172.2	0.06979	0.3065	0.9524
-57.03	160.5	0.04492	0.876	0.8187
-56.25	160.7	0.0502	0.831	0.8928
-70.1	158.9	0.04701	0.8817	0.8574
-71.48	159.2	0.0468	0.6846	0.9115
-73.03	144.2	0.06696	0.9265	0.8273
-70.84	144.0	0.06979	0.2852	0.8513
-51.65	138.1	0.06694	0.6829	0.8082
-49.43	137.9	0.06147	0.4165	0.7709
-59.22	116.6	0.1137	0.8134	0.6199
-55.27	116.3	0.1361	0.6194	0.7599
-52.95	130.8	0.07363	0.542	0.7218
-50.99	130.3	0.06765	0.9325	0.725
-52.65	123.5	0.1028	0.5264	0.7214
-52.57	124.3	0.08696	0.8115	0.7308
64.96	186.8	0.05357	0.1152	0.9256
66.91	186.2	0.05319	0.985	0.9907
-64.03	118.0	0.1316	0.4814	0.6376
-63.16	117.6	0.1239	0.6063	0.6561

# Loss (initial) = 26406.12860161488
# Loss (final) = 228.5853326709102
# Loss (resample) = 12444.61001530762
