# Loss = 244.49232175757055

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
47.34	38.306	1150.2	7.0597	72.668	796.48	0.38696	13.476	42.685	9.3262	0.13114	0.045294	0.49244

# t0	TI	IA	v0	w0
-213.7	545.1	0.05665	0.3531	0.9323
-214.5	545.7	0.08374	0.3376	0.9459
-97.4	488.4	0.06151	0.6352	0.9237
-98.1	489.7	0.1003	0.4194	0.8733
-149.1	439.4	0.06516	0.3546	0.93
-149.5	439.9	0.1161	0.3438	0.9364
-147.8	357.2	0.05309	0.3568	0.9728
-148.6	359.0	0.1234	0.4478	0.9762
-129.9	336.8	0.04901	0.698	0.9309
-130.2	339.0	0.1475	0.3448	0.9555
-127.5	320.1	0.04505	0.5545	0.9607
-126.0	321.0	0.1258	0.29	0.9779
-118.3	313.5	0.04738	0.9037	0.9134
-118.3	314.6	0.09269	0.6292	0.9425
208.3	289.6	0.05998	0.1319	0.5683
-81.5	289.8	0.06432	0.6658	0.9593
-100.4	278.4	0.06645	0.7209	0.9262
-100.1	278.7	0.08381	0.8569	0.9246
-103.2	276.6	0.05068	0.9072	0.9154
-102.7	276.7	0.0657	0.9019	0.9091
-115.8	266.6	0.05858	0.7546	0.9391
-116.4	267.0	0.06882	0.8993	0.9676
-90.16	261.2	0.04171	0.7013	0.8949
-89.48	262.0	0.07199	0.8023	0.9371
-97.95	252.5	0.04555	0.6933	0.8918
-97.91	252.9	0.07902	0.7735	0.9586
-107.1	238.7	0.05501	0.5283	0.9196
-108.1	238.7	0.05441	0.907	0.9566
-99.01	233.1	0.06185	0.9319	0.9033
-99.66	233.3	0.06726	0.9003	0.918
-96.23	225.1	0.05832	0.8268	0.8812
-96.06	225.2	0.07594	0.9798	0.941
-81.8	221.8	0.05649	0.7247	0.8699
-83.15	222.3	0.06946	0.9449	0.9269
-83.0	209.2	0.06463	0.7684	0.8696
-83.44	209.4	0.07004	0.831	0.9247
-80.85	205.2	0.04487	0.8973	0.8518
-80.81	205.4	0.04982	0.8824	0.8573
-85.77	193.7	0.05829	0.8821	0.8635
-86.96	194.1	0.06336	0.6228	0.8653
-73.86	183.6	0.04821	0.7322	0.8508
-76.63	184.4	0.07441	0.9644	0.925
-81.85	171.9	0.04855	0.7435	0.8839
-83.08	172.3	0.06036	0.893	0.9229
-56.54	160.9	0.04969	0.8709	0.8019
-56.27	161.2	0.05077	0.831	0.875
-68.74	158.7	0.05287	0.9435	0.8171
-69.36	159.0	0.05698	0.9417	0.8887
-73.39	144.3	0.07176	0.7774	0.7399
-70.58	144.2	0.07746	0.6919	0.7535
-49.41	138.0	0.09293	0.5429	0.724
-49.06	137.7	0.08563	0.5231	0.7037
-58.35	117.0	0.2126	0.5756	0.5951
-54.37	116.6	0.2227	0.7967	0.6575
-50.74	130.9	0.1285	0.642	0.5767
-49.82	130.3	0.1194	0.7426	0.6605
-50.97	123.7	0.1746	0.7214	0.604
-51.31	124.2	0.1778	0.8209	0.6561
63.89	187.5	0.06604	0.5432	0.9904
67.03	186.2	0.05453	0.525	0.9165
-56.42	117.2	0.211	0.5966	0.3748
-59.19	117.4	0.2335	0.1657	0.789

# Loss (initial) = 28465.601670546235
# Loss (final) = 244.49232175757055
# Loss (resample) = 17565.617474112263
