# Loss = 234.00210864035606

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
35.118	19.818	1297.9	6.529	78.073	894.59	0.43001	9.9198	33.197	9.1628	0.14007	0.043816	0.45298

# t0	TI	IA	v0	w0
-214.7	543.9	0.04682	0.3617	0.9648
-215.5	545.4	0.07035	0.2914	0.9767
-97.69	487.1	0.05046	0.5179	0.8945
-99.49	489.2	0.08137	0.01759	0.9427
-149.5	438.8	0.06031	0.1729	0.9407
-149.7	439.6	0.09717	0.142	0.9523
-147.7	356.4	0.04543	0.402	0.9629
-148.6	358.2	0.1019	0.2771	0.9794
-131.4	337.1	0.04409	0.4329	0.961
-130.8	338.9	0.1088	0.1055	0.9798
-127.7	319.7	0.04442	0.4224	0.9548
-126.0	320.6	0.1084	0.2163	0.9663
-120.0	313.4	0.03987	0.6121	0.949
-117.3	314.2	0.1173	0.1347	0.9555
206.9	289.3	0.04039	0.1209	0.3746
-80.22	289.0	0.07142	0.6444	0.9605
-100.9	278.2	0.05541	0.7344	0.9287
-99.11	278.4	0.1025	0.5492	0.9584
-104.6	276.0	0.04134	0.7822	0.9282
-103.7	277.2	0.07869	0.7401	0.9549
-115.9	266.8	0.06834	0.4365	0.944
-116.4	266.9	0.08679	0.7153	0.9604
-90.6	261.0	0.0463	0.5815	0.9188
-89.32	261.5	0.08133	0.6579	0.9536
-97.5	251.7	0.0423	0.7395	0.9048
-97.86	253.0	0.08405	0.5672	0.957
-107.8	238.4	0.04949	0.6423	0.9312
-107.4	239.2	0.109	0.2622	0.9473
-100.5	233.1	0.04878	0.8191	0.9136
-102.0	233.5	0.04855	0.7945	0.9455
-96.09	225.0	0.05667	0.5589	0.9185
-96.88	225.3	0.06394	0.7723	0.9475
-83.56	222.0	0.04469	0.6679	0.9053
-83.43	222.1	0.05296	0.8092	0.9299
-84.23	209.2	0.05264	0.6698	0.8954
-86.12	209.8	0.05053	0.6721	0.9437
-80.18	205.5	0.06282	0.732	0.8826
-80.87	205.5	0.0575	0.7297	0.8834
-86.75	193.9	0.0501	0.8026	0.8984
-87.27	194.3	0.07431	0.8254	0.8886
-73.46	183.8	0.05847	0.9206	0.877
-76.13	183.9	0.06104	0.9014	0.9339
-83.89	172.0	0.04369	0.7736	0.9117
-82.67	172.0	0.04802	0.4674	0.9663
-56.07	161.1	0.06291	0.9367	0.8436
-57.69	160.8	0.04578	0.855	0.8914
-70.48	158.6	0.04779	0.8395	0.8759
-71.2	158.9	0.04559	0.9803	0.9012
-73.2	143.9	0.05435	0.8685	0.8446
-72.79	144.0	0.05189	0.6441	0.8344
-49.64	137.7	0.06006	0.8644	0.5854
-50.35	137.9	0.05826	0.4157	0.8025
-54.79	116.1	0.1848	0.7427	0.8186
-53.97	116.2	0.1529	0.8938	0.6716
-51.68	130.7	0.1103	0.6922	0.731
-49.51	130.6	0.121	0.9382	0.782
-52.28	123.6	0.09792	0.6907	0.7359
-49.43	123.4	0.07709	0.6441	0.5235
64.43	187.2	0.06155	0.161	0.9852
67.3	186.1	0.05523	0.1288	0.9691
-62.2	118.0	0.1327	0.5326	0.698
-63.5	117.8	0.1297	0.7898	0.677

# Loss (initial) = 25838.71633151844
# Loss (final) = 234.00210864035606
# Loss (resample) = 14470.479843848774
