# Loss = 486.51236094536875

# tsi	tv1m	tv2m	tvp	twm	twp	td	to	tr	xk	uc	uv	ucsi
95.59	14.44	1241.9	4.8595	24.854	855.16	0.14672	16.297	80.122	9.6456	0.12895	0.045674	0.79664

# t0	TI	IA	v0	w0
-213.6	544.7	0.05283	0.2669	0.6832
-215.8	545.5	0.07086	0.5235	0.7163
-97.3	489.0	0.05623	0.7342	0.3617
-99.81	488.1	0.07725	0.3415	0.4817
-150.0	440.4	0.0815	0.3695	0.6476
-151.4	442.1	0.09501	0.08847	0.8144
-147.2	359.2	0.1007	0.1325	0.8631
-149.6	359.9	0.1554	0.1413	0.7735
-129.5	339.7	0.1234	0.05005	0.7614
-131.3	340.2	0.1642	0.172	0.8886
-125.3	320.8	0.1301	0.02591	0.7833
-126.5	322.8	0.1769	0.2809	0.9166
-118.0	315.1	0.1118	0.3651	0.9454
-119.2	315.8	0.1952	0.2735	0.8255
209.8	290.9	0.08045	0.04052	0.176
-79.62	290.9	0.1859	0.02779	0.8551
-100.4	279.3	0.1171	0.5776	0.8815
-100.2	279.9	0.211	0.389	0.8025
-101.8	277.6	0.09127	0.6048	0.7638
-103.2	278.9	0.2041	0.3737	0.8713
-115.4	268.0	0.1035	0.2644	0.8497
-115.6	269.0	0.2038	0.01627	0.8476
-88.78	262.6	0.08881	0.3626	0.9524
-87.61	263.2	0.1397	0.719	0.774
-97.06	253.1	0.08835	0.6756	0.8547
-97.03	254.3	0.143	0.6491	0.9308
-106.9	240.2	0.104	0.1827	0.8011
-107.2	239.6	0.1291	0.239	0.8308
-98.68	234.4	0.1008	0.4484	0.8775
-98.59	234.4	0.1156	0.008577	0.7667
-94.77	224.9	0.07182	0.8047	0.9246
-94.5	225.4	0.08764	0.7514	0.8672
-80.86	223.0	0.1203	0.7972	0.8743
-81.21	222.4	0.08725	0.4985	0.9298
-81.77	209.7	0.09681	0.7369	0.84
-82.5	209.8	0.1028	0.656	0.8878
-79.23	206.3	0.1005	0.513	0.8517
-79.89	205.9	0.07664	0.6248	0.8325
-84.32	194.3	0.1321	0.1154	0.7096
-84.91	193.9	0.1176	0.8587	0.7544
-73.34	184.4	0.08701	0.5929	0.8341
-74.59	184.2	0.0985	0.8339	0.8947
-80.24	172.7	0.1033	0.1203	0.7048
-81.01	172.2	0.0851	0.7452	0.9454
-54.15	160.9	0.06967	0.597	0.6178
-53.49	160.6	0.06053	0.6946	0.848
-67.4	159.2	0.1014	0.7532	0.77
-68.55	159.3	0.07176	0.8207	0.9263
-69.35	143.7	0.1826	0.3697	0.6091
-69.08	143.7	0.1697	0.5741	0.5437
-49.02	138.5	0.1922	0.5909	0.6498
-48.49	138.2	0.1928	0.6317	0.4361
-53.7	116.4	0.1927	0.3607	0.3805
-52.14	116.3	0.207	0.5917	0.4011
-51.3	131.0	0.1942	0.4134	0.4242
-47.67	130.7	0.1981	0.4657	0.5748
-52.52	124.2	0.2051	0.5352	0.4704
-48.31	124.3	0.2038	0.3423	0.3707
66.11	187.5	0.08452	0.5319	0.6357
65.85	187.0	0.08605	0.5784	0.5738
-58.63	117.1	0.1968	0.2887	0.3487
-59.78	117.7	0.202	0.4815	0.5047

# Loss (initial) = 29232.532718626393
# Loss (final) = 486.51236094536875
# Loss (resample) = 18986.73046580419
